edge_config,mode,node_type,cluster_id,n_sources,cluster_size,nodes_with_sources,source_coverage_pct
0.9,both,theoretical_insight,24,16,18,18,100.0
0.9,both,theoretical_insight,19,57,65,65,100.0
0.9,both,theoretical_insight,17,51,53,53,100.0
0.9,both,theoretical_insight,4,23,23,23,100.0
0.9,both,theoretical_insight,38,35,37,37,100.0
0.9,both,theoretical_insight,33,37,39,39,100.0
0.9,both,theoretical_insight,20,25,25,25,100.0
0.9,both,theoretical_insight,11,12,12,12,100.0
0.9,both,theoretical_insight,28,3,3,3,100.0
0.9,both,theoretical_insight,18,11,11,11,100.0
0.95,unconstrained,theoretical_insight,10,37,41,41,100.0
0.95,unconstrained,theoretical_insight,25,22,22,22,100.0
0.95,unconstrained,theoretical_insight,31,73,82,82,100.0
0.95,unconstrained,theoretical_insight,15,54,55,55,100.0
0.95,unconstrained,theoretical_insight,5,52,55,55,100.0
0.95,unconstrained,theoretical_insight,27,50,58,58,100.0
0.95,unconstrained,theoretical_insight,6,126,137,137,100.0
0.95,unconstrained,theoretical_insight,28,106,111,111,100.0
0.95,unconstrained,theoretical_insight,7,112,130,130,100.0
0.95,unconstrained,theoretical_insight,4,74,85,85,100.0
0.95,unconstrained,theoretical_insight,0,90,104,104,100.0
0.95,unconstrained,theoretical_insight,30,19,19,19,100.0
0.95,unconstrained,theoretical_insight,26,57,63,63,100.0
0.95,unconstrained,theoretical_insight,17,103,110,110,100.0
0.95,unconstrained,theoretical_insight,9,105,110,110,100.0
0.95,unconstrained,theoretical_insight,8,54,61,61,100.0
0.95,unconstrained,theoretical_insight,33,88,100,100,100.0
0.95,unconstrained,theoretical_insight,13,145,161,161,100.0
0.95,unconstrained,theoretical_insight,22,81,86,86,100.0
0.95,unconstrained,theoretical_insight,23,58,58,58,100.0
0.95,unconstrained,theoretical_insight,16,45,55,55,100.0
0.95,unconstrained,theoretical_insight,36,11,13,13,100.0
0.95,unconstrained,theoretical_insight,24,32,36,36,100.0
0.95,unconstrained,theoretical_insight,18,8,10,10,100.0
0.95,unconstrained,theoretical_insight,12,30,35,35,100.0
0.95,unconstrained,theoretical_insight,39,7,7,7,100.0
0.95,unconstrained,theoretical_insight,37,17,19,19,100.0
0.95,unconstrained,theoretical_insight,11,69,77,77,100.0
0.95,unconstrained,theoretical_insight,29,9,9,9,100.0
0.95,unconstrained,theoretical_insight,1,43,44,44,100.0
0.95,unconstrained,theoretical_insight,3,97,108,108,100.0
0.95,unconstrained,theoretical_insight,14,53,56,56,100.0
0.95,unconstrained,theoretical_insight,2,42,42,42,100.0
0.95,unconstrained,theoretical_insight,38,33,35,35,100.0
0.95,unconstrained,theoretical_insight,20,26,26,26,100.0
0.95,unconstrained,theoretical_insight,34,4,4,4,100.0
0.95,unconstrained,theoretical_insight,32,13,13,13,100.0
0.95,unconstrained,theoretical_insight,35,13,14,14,100.0
0.95,unconstrained,theoretical_insight,21,11,11,11,100.0
0.95,unconstrained,theoretical_insight,19,2,2,2,100.0
0.95,single_risk,theoretical_insight,4,47,50,50,100.0
0.95,single_risk,theoretical_insight,21,26,26,26,100.0
0.95,single_risk,theoretical_insight,1,77,89,89,100.0
0.95,single_risk,theoretical_insight,9,46,49,49,100.0
0.95,single_risk,theoretical_insight,28,10,12,12,100.0
0.95,single_risk,theoretical_insight,0,119,147,147,100.0
0.95,single_risk,theoretical_insight,10,135,147,147,100.0
0.95,single_risk,theoretical_insight,6,141,147,147,100.0
0.95,single_risk,theoretical_insight,15,111,124,124,100.0
0.95,single_risk,theoretical_insight,26,67,73,73,100.0
0.95,single_risk,theoretical_insight,17,116,124,124,100.0
0.95,single_risk,theoretical_insight,19,27,27,27,100.0
0.95,single_risk,theoretical_insight,34,39,44,44,100.0
0.95,single_risk,theoretical_insight,5,91,94,94,100.0
0.95,single_risk,theoretical_insight,32,52,58,58,100.0
0.95,single_risk,theoretical_insight,29,94,103,103,100.0
0.95,single_risk,theoretical_insight,30,95,106,106,100.0
0.95,single_risk,theoretical_insight,11,77,83,83,100.0
0.95,single_risk,theoretical_insight,12,65,66,66,100.0
0.95,single_risk,theoretical_insight,16,63,70,70,100.0
0.95,single_risk,theoretical_insight,22,15,17,17,100.0
0.95,single_risk,theoretical_insight,13,33,37,37,100.0
0.95,single_risk,theoretical_insight,23,16,18,18,100.0
0.95,single_risk,theoretical_insight,3,70,75,75,100.0
0.95,single_risk,theoretical_insight,35,7,7,7,100.0
0.95,single_risk,theoretical_insight,37,17,19,19,100.0
0.95,single_risk,theoretical_insight,8,98,109,109,100.0
0.95,single_risk,theoretical_insight,18,20,21,21,100.0
0.95,single_risk,theoretical_insight,27,3,3,3,100.0
0.95,single_risk,theoretical_insight,24,18,19,19,100.0
0.95,single_risk,theoretical_insight,14,54,57,57,100.0
0.95,single_risk,theoretical_insight,2,51,54,54,100.0
0.95,single_risk,theoretical_insight,7,17,17,17,100.0
0.95,single_risk,theoretical_insight,20,33,35,35,100.0
0.95,single_risk,theoretical_insight,36,19,20,20,100.0
0.95,single_risk,theoretical_insight,31,24,24,24,100.0
0.95,single_risk,theoretical_insight,25,10,10,10,100.0
0.95,single_risk,theoretical_insight,38,20,20,20,100.0
0.95,single_risk,theoretical_insight,39,28,32,32,100.0
0.95,single_risk,theoretical_insight,33,11,11,11,100.0
0.95,monotonic,theoretical_insight,23,41,43,43,100.0
0.95,monotonic,theoretical_insight,35,24,24,24,100.0
0.95,monotonic,theoretical_insight,2,81,92,92,100.0
0.95,monotonic,theoretical_insight,11,62,62,62,100.0
0.95,monotonic,theoretical_insight,1,132,140,140,100.0
0.95,monotonic,theoretical_insight,9,57,65,65,100.0
0.95,monotonic,theoretical_insight,29,85,91,91,100.0
0.95,monotonic,theoretical_insight,12,106,124,124,100.0
0.95,monotonic,theoretical_insight,30,60,65,65,100.0
0.95,monotonic,theoretical_insight,13,115,124,124,100.0
0.95,monotonic,theoretical_insight,28,19,19,19,100.0
0.95,monotonic,theoretical_insight,39,40,45,45,100.0
0.95,monotonic,theoretical_insight,5,90,93,93,100.0
0.95,monotonic,theoretical_insight,15,57,64,64,100.0
0.95,monotonic,theoretical_insight,19,131,141,141,100.0
0.95,monotonic,theoretical_insight,8,107,118,118,100.0
0.95,monotonic,theoretical_insight,0,89,93,93,100.0
0.95,monotonic,theoretical_insight,3,62,62,62,100.0
0.95,monotonic,theoretical_insight,6,61,70,70,100.0
0.95,monotonic,theoretical_insight,37,22,25,25,100.0
0.95,monotonic,theoretical_insight,38,39,40,40,100.0
0.95,monotonic,theoretical_insight,20,18,20,20,100.0
0.95,monotonic,theoretical_insight,32,52,53,53,100.0
0.95,monotonic,theoretical_insight,14,74,84,84,100.0
0.95,monotonic,theoretical_insight,4,81,87,87,100.0
0.95,monotonic,theoretical_insight,33,17,19,19,100.0
0.95,monotonic,theoretical_insight,7,93,103,103,100.0
0.95,monotonic,theoretical_insight,34,2,2,2,100.0
0.95,monotonic,theoretical_insight,24,39,41,41,100.0
0.95,monotonic,theoretical_insight,10,23,25,25,100.0
0.95,monotonic,theoretical_insight,22,3,3,3,100.0
0.95,monotonic,theoretical_insight,31,29,31,31,100.0
0.95,monotonic,theoretical_insight,36,38,40,40,100.0
0.95,monotonic,theoretical_insight,18,21,21,21,100.0
0.95,monotonic,theoretical_insight,26,7,7,7,100.0
0.95,monotonic,theoretical_insight,17,26,26,26,100.0
0.95,monotonic,theoretical_insight,27,5,5,5,100.0
0.95,monotonic,theoretical_insight,25,18,18,18,100.0
0.95,monotonic,theoretical_insight,21,4,6,6,100.0
0.95,monotonic,theoretical_insight,16,6,6,6,100.0
0.95,both,theoretical_insight,6,39,40,40,100.0
0.95,both,theoretical_insight,33,25,25,25,100.0
0.95,both,theoretical_insight,35,69,78,78,100.0
0.95,both,theoretical_insight,23,6,6,6,100.0
0.95,both,theoretical_insight,0,30,32,32,100.0
0.95,both,theoretical_insight,18,71,78,78,100.0
0.95,both,theoretical_insight,24,135,147,147,100.0
0.95,both,theoretical_insight,5,48,49,49,100.0
0.95,both,theoretical_insight,34,97,102,102,100.0
0.95,both,theoretical_insight,1,142,171,171,100.0
0.95,both,theoretical_insight,8,60,66,66,100.0
0.95,both,theoretical_insight,11,118,128,128,100.0
0.95,both,theoretical_insight,26,28,28,28,100.0
0.95,both,theoretical_insight,22,40,45,45,100.0
0.95,both,theoretical_insight,32,53,55,55,100.0
0.95,both,theoretical_insight,20,59,66,66,100.0
0.95,both,theoretical_insight,31,37,38,38,100.0
0.95,both,theoretical_insight,21,156,172,172,100.0
0.95,both,theoretical_insight,10,74,78,78,100.0
0.95,both,theoretical_insight,27,83,88,88,100.0
0.95,both,theoretical_insight,9,66,67,67,100.0
0.95,both,theoretical_insight,19,46,50,50,100.0
0.95,both,theoretical_insight,7,60,69,69,100.0
0.95,both,theoretical_insight,13,55,60,60,100.0
0.95,both,theoretical_insight,12,30,33,33,100.0
0.95,both,theoretical_insight,2,73,84,84,100.0
0.95,both,theoretical_insight,14,57,62,62,100.0
0.95,both,theoretical_insight,16,50,54,54,100.0
0.95,both,theoretical_insight,38,28,32,32,100.0
0.95,both,theoretical_insight,17,39,40,40,100.0
0.95,both,theoretical_insight,25,3,3,3,100.0
0.95,both,theoretical_insight,3,34,35,35,100.0
0.95,both,theoretical_insight,15,17,17,17,100.0
0.95,both,theoretical_insight,36,44,44,44,100.0
0.95,both,theoretical_insight,29,12,12,12,100.0
0.95,both,theoretical_insight,30,8,8,8,100.0
0.95,both,theoretical_insight,28,4,6,6,100.0
0.95,both,theoretical_insight,37,7,7,7,100.0
0.95,both,theoretical_insight,4,15,15,15,100.0
0.95,both,theoretical_insight,39,6,6,6,100.0
EDGE,unconstrained,design_rationale,1,67,73,73,100.0
EDGE,unconstrained,design_rationale,20,59,62,62,100.0
EDGE,unconstrained,design_rationale,12,70,71,71,100.0
EDGE,unconstrained,design_rationale,6,73,82,82,100.0
EDGE,unconstrained,design_rationale,23,48,50,50,100.0
EDGE,unconstrained,design_rationale,14,167,174,174,100.0
EDGE,unconstrained,design_rationale,7,131,135,135,100.0
EDGE,unconstrained,design_rationale,26,11,11,11,100.0
EDGE,unconstrained,design_rationale,15,71,80,80,100.0
EDGE,unconstrained,design_rationale,25,190,215,215,100.0
EDGE,unconstrained,design_rationale,34,51,60,60,100.0
EDGE,unconstrained,design_rationale,18,30,32,32,100.0
EDGE,unconstrained,design_rationale,27,27,32,32,100.0
EDGE,unconstrained,design_rationale,32,53,54,54,100.0
EDGE,unconstrained,design_rationale,5,63,72,72,100.0
EDGE,unconstrained,design_rationale,2,101,106,106,100.0
EDGE,unconstrained,design_rationale,9,20,23,23,100.0
EDGE,unconstrained,design_rationale,13,94,103,103,100.0
EDGE,unconstrained,design_rationale,16,66,68,68,100.0
EDGE,unconstrained,design_rationale,3,94,108,108,100.0
EDGE,unconstrained,design_rationale,4,55,59,59,100.0
EDGE,unconstrained,design_rationale,19,63,68,68,100.0
EDGE,unconstrained,design_rationale,10,26,27,27,100.0
EDGE,unconstrained,design_rationale,21,30,37,37,100.0
EDGE,unconstrained,design_rationale,33,42,49,49,100.0
EDGE,unconstrained,design_rationale,8,38,43,43,100.0
EDGE,unconstrained,design_rationale,37,20,24,24,100.0
EDGE,unconstrained,design_rationale,24,83,84,84,100.0
EDGE,unconstrained,design_rationale,31,23,24,24,100.0
EDGE,unconstrained,design_rationale,0,37,41,41,100.0
EDGE,unconstrained,design_rationale,17,49,59,59,100.0
EDGE,unconstrained,design_rationale,11,38,38,38,100.0
EDGE,unconstrained,design_rationale,22,14,15,15,100.0
EDGE,unconstrained,design_rationale,35,10,11,11,100.0
EDGE,unconstrained,design_rationale,29,4,6,6,100.0
EDGE,unconstrained,design_rationale,36,8,8,8,100.0
EDGE,unconstrained,design_rationale,28,14,14,14,100.0
EDGE,unconstrained,design_rationale,39,32,32,32,100.0
EDGE,unconstrained,design_rationale,30,7,7,7,100.0
EDGE,unconstrained,design_rationale,38,7,7,7,100.0
EDGE,single_risk,design_rationale,23,57,63,63,100.0
EDGE,single_risk,design_rationale,0,67,70,70,100.0
EDGE,single_risk,design_rationale,2,40,46,46,100.0
EDGE,single_risk,design_rationale,35,31,34,34,100.0
EDGE,single_risk,design_rationale,30,48,49,49,100.0
EDGE,single_risk,design_rationale,7,144,148,148,100.0
EDGE,single_risk,design_rationale,15,118,122,122,100.0
EDGE,single_risk,design_rationale,27,11,12,12,100.0
EDGE,single_risk,design_rationale,14,59,65,65,100.0
EDGE,single_risk,design_rationale,5,144,162,162,100.0
EDGE,single_risk,design_rationale,38,53,62,62,100.0
EDGE,single_risk,design_rationale,37,27,29,29,100.0
EDGE,single_risk,design_rationale,4,74,85,85,100.0
EDGE,single_risk,design_rationale,11,67,68,68,100.0
EDGE,single_risk,design_rationale,3,67,68,68,100.0
EDGE,single_risk,design_rationale,20,40,44,44,100.0
EDGE,single_risk,design_rationale,13,90,94,94,100.0
EDGE,single_risk,design_rationale,9,22,25,25,100.0
EDGE,single_risk,design_rationale,31,122,132,132,100.0
EDGE,single_risk,design_rationale,6,103,113,113,100.0
EDGE,single_risk,design_rationale,21,60,71,71,100.0
EDGE,single_risk,design_rationale,24,31,34,34,100.0
EDGE,single_risk,design_rationale,17,80,91,91,100.0
EDGE,single_risk,design_rationale,32,33,35,35,100.0
EDGE,single_risk,design_rationale,19,55,60,60,100.0
EDGE,single_risk,design_rationale,16,34,36,36,100.0
EDGE,single_risk,design_rationale,33,45,53,53,100.0
EDGE,single_risk,design_rationale,22,43,50,50,100.0
EDGE,single_risk,design_rationale,1,86,87,87,100.0
EDGE,single_risk,design_rationale,28,28,29,29,100.0
EDGE,single_risk,design_rationale,12,15,16,16,100.0
EDGE,single_risk,design_rationale,25,29,29,29,100.0
EDGE,single_risk,design_rationale,36,12,13,13,100.0
EDGE,single_risk,design_rationale,18,54,57,57,100.0
EDGE,single_risk,design_rationale,26,12,13,13,100.0
EDGE,single_risk,design_rationale,39,10,11,11,100.0
EDGE,single_risk,design_rationale,34,6,6,6,100.0
EDGE,single_risk,design_rationale,29,19,20,20,100.0
EDGE,single_risk,design_rationale,8,20,22,22,100.0
EDGE,single_risk,design_rationale,10,38,38,38,100.0
EDGE,monotonic,design_rationale,26,61,72,72,100.0
EDGE,monotonic,design_rationale,15,66,69,69,100.0
EDGE,monotonic,design_rationale,3,53,62,62,100.0
EDGE,monotonic,design_rationale,23,36,38,38,100.0
EDGE,monotonic,design_rationale,32,39,39,39,100.0
EDGE,monotonic,design_rationale,10,146,150,150,100.0
EDGE,monotonic,design_rationale,30,98,102,102,100.0
EDGE,monotonic,design_rationale,18,9,10,10,100.0
EDGE,monotonic,design_rationale,17,55,62,62,100.0
EDGE,monotonic,design_rationale,28,155,175,175,100.0
EDGE,monotonic,design_rationale,37,50,60,60,100.0
EDGE,monotonic,design_rationale,13,39,39,39,100.0
EDGE,monotonic,design_rationale,24,35,37,37,100.0
EDGE,monotonic,design_rationale,39,28,33,33,100.0
EDGE,monotonic,design_rationale,16,51,52,52,100.0
EDGE,monotonic,design_rationale,7,59,61,61,100.0
EDGE,monotonic,design_rationale,19,39,45,45,100.0
EDGE,monotonic,design_rationale,25,91,95,95,100.0
EDGE,monotonic,design_rationale,0,25,28,28,100.0
EDGE,monotonic,design_rationale,2,141,149,149,100.0
EDGE,monotonic,design_rationale,5,81,91,91,100.0
EDGE,monotonic,design_rationale,14,109,128,128,100.0
EDGE,monotonic,design_rationale,9,22,23,23,100.0
EDGE,monotonic,design_rationale,38,34,37,37,100.0
EDGE,monotonic,design_rationale,6,62,69,69,100.0
EDGE,monotonic,design_rationale,21,53,61,61,100.0
EDGE,monotonic,design_rationale,11,45,46,46,100.0
EDGE,monotonic,design_rationale,20,40,47,47,100.0
EDGE,monotonic,design_rationale,35,22,22,22,100.0
EDGE,monotonic,design_rationale,4,47,48,48,100.0
EDGE,monotonic,design_rationale,29,60,61,61,100.0
EDGE,monotonic,design_rationale,1,34,38,38,100.0
EDGE,monotonic,design_rationale,22,39,46,46,100.0
EDGE,monotonic,design_rationale,31,8,8,8,100.0
EDGE,monotonic,design_rationale,33,31,35,35,100.0
EDGE,monotonic,design_rationale,36,10,11,11,100.0
EDGE,monotonic,design_rationale,27,10,11,11,100.0
EDGE,monotonic,design_rationale,34,6,6,6,100.0
EDGE,monotonic,design_rationale,12,13,13,13,100.0
EDGE,monotonic,design_rationale,8,38,38,38,100.0
EDGE,both,design_rationale,26,61,72,72,100.0
EDGE,both,design_rationale,15,66,69,69,100.0
EDGE,both,design_rationale,3,53,62,62,100.0
EDGE,both,design_rationale,23,36,38,38,100.0
EDGE,both,design_rationale,32,39,39,39,100.0
EDGE,both,design_rationale,10,146,150,150,100.0
EDGE,both,design_rationale,30,98,102,102,100.0
EDGE,both,design_rationale,18,9,10,10,100.0
EDGE,both,design_rationale,17,55,62,62,100.0
EDGE,both,design_rationale,28,155,175,175,100.0
EDGE,both,design_rationale,37,50,60,60,100.0
EDGE,both,design_rationale,13,39,39,39,100.0
EDGE,both,design_rationale,24,35,37,37,100.0
EDGE,both,design_rationale,39,28,33,33,100.0
EDGE,both,design_rationale,16,51,52,52,100.0
EDGE,both,design_rationale,7,59,61,61,100.0
EDGE,both,design_rationale,19,39,45,45,100.0
EDGE,both,design_rationale,25,91,95,95,100.0
EDGE,both,design_rationale,0,25,28,28,100.0
EDGE,both,design_rationale,2,141,149,149,100.0
EDGE,both,design_rationale,5,81,91,91,100.0
EDGE,both,design_rationale,14,109,128,128,100.0
EDGE,both,design_rationale,9,22,23,23,100.0
EDGE,both,design_rationale,38,34,37,37,100.0
EDGE,both,design_rationale,6,62,69,69,100.0
EDGE,both,design_rationale,21,53,61,61,100.0
EDGE,both,design_rationale,11,45,46,46,100.0
EDGE,both,design_rationale,20,40,47,47,100.0
EDGE,both,design_rationale,35,22,22,22,100.0
EDGE,both,design_rationale,4,47,48,48,100.0
EDGE,both,design_rationale,29,60,61,61,100.0
EDGE,both,design_rationale,1,34,38,38,100.0
EDGE,both,design_rationale,22,39,46,46,100.0
EDGE,both,design_rationale,31,8,8,8,100.0
EDGE,both,design_rationale,33,31,35,35,100.0
EDGE,both,design_rationale,36,10,11,11,100.0
EDGE,both,design_rationale,27,10,11,11,100.0
EDGE,both,design_rationale,34,6,6,6,100.0
EDGE,both,design_rationale,12,13,13,13,100.0
EDGE,both,design_rationale,8,38,38,38,100.0
0.8,unconstrained,design_rationale,32,146,171,171,100.0
0.8,unconstrained,design_rationale,6,157,169,169,100.0
0.8,unconstrained,design_rationale,11,80,84,84,100.0
0.8,unconstrained,design_rationale,4,82,85,85,100.0
0.8,unconstrained,design_rationale,21,254,267,267,100.0
0.8,unconstrained,design_rationale,7,267,288,288,100.0
0.8,unconstrained,design_rationale,0,219,271,271,100.0
0.8,unconstrained,design_rationale,1,315,363,363,100.0
0.8,unconstrained,design_rationale,39,50,52,52,100.0
0.8,unconstrained,design_rationale,9,152,172,172,100.0
0.8,unconstrained,design_rationale,28,119,129,129,100.0
0.8,unconstrained,design_rationale,12,274,289,289,100.0
0.8,unconstrained,design_rationale,16,64,72,72,100.0
0.8,unconstrained,design_rationale,24,263,285,285,100.0
0.8,unconstrained,design_rationale,20,68,71,71,100.0
0.8,unconstrained,design_rationale,30,25,28,28,100.0
0.8,unconstrained,design_rationale,27,7,8,8,100.0
0.8,unconstrained,design_rationale,5,350,395,395,100.0
0.8,unconstrained,design_rationale,10,116,122,122,100.0
0.8,unconstrained,design_rationale,2,124,135,135,100.0
0.8,unconstrained,design_rationale,17,71,75,75,100.0
0.8,unconstrained,design_rationale,19,72,74,74,100.0
0.8,unconstrained,design_rationale,26,78,90,90,100.0
0.8,unconstrained,design_rationale,23,121,135,135,100.0
0.8,unconstrained,design_rationale,31,111,118,118,100.0
0.8,unconstrained,design_rationale,18,38,39,39,100.0
0.8,unconstrained,design_rationale,13,40,41,41,100.0
0.8,unconstrained,design_rationale,22,27,27,27,100.0
0.8,unconstrained,design_rationale,3,22,22,22,100.0
0.8,unconstrained,design_rationale,25,81,82,82,100.0
0.8,unconstrained,design_rationale,14,94,96,96,100.0
0.8,unconstrained,design_rationale,37,28,31,31,100.0
0.8,unconstrained,design_rationale,38,13,14,14,100.0
0.8,unconstrained,design_rationale,8,59,60,60,100.0
0.8,unconstrained,design_rationale,15,22,23,23,100.0
0.8,unconstrained,design_rationale,33,13,14,14,100.0
0.8,unconstrained,design_rationale,35,20,21,21,100.0
0.8,unconstrained,design_rationale,36,48,48,48,100.0
0.8,unconstrained,design_rationale,34,4,4,4,100.0
0.8,unconstrained,design_rationale,29,1,1,1,100.0
0.8,single_risk,design_rationale,9,224,276,276,100.0
0.8,single_risk,design_rationale,36,111,116,116,100.0
0.8,single_risk,design_rationale,23,44,46,46,100.0
0.8,single_risk,design_rationale,12,127,146,146,100.0
0.8,single_risk,design_rationale,34,12,13,13,100.0
0.8,single_risk,design_rationale,8,252,266,266,100.0
0.8,single_risk,design_rationale,35,168,175,175,100.0
0.8,single_risk,design_rationale,7,166,201,201,100.0
0.8,single_risk,design_rationale,1,300,347,347,100.0
0.8,single_risk,design_rationale,21,45,47,47,100.0
0.8,single_risk,design_rationale,25,105,113,113,100.0
0.8,single_risk,design_rationale,3,335,353,353,100.0
0.8,single_risk,design_rationale,10,232,252,252,100.0
0.8,single_risk,design_rationale,30,63,65,65,100.0
0.8,single_risk,design_rationale,2,347,393,393,100.0
0.8,single_risk,design_rationale,37,11,11,11,100.0
0.8,single_risk,design_rationale,6,73,78,78,100.0
0.8,single_risk,design_rationale,24,66,70,70,100.0
0.8,single_risk,design_rationale,33,147,178,178,100.0
0.8,single_risk,design_rationale,15,87,89,89,100.0
0.8,single_risk,design_rationale,4,112,115,115,100.0
0.8,single_risk,design_rationale,0,141,157,157,100.0
0.8,single_risk,design_rationale,26,108,122,122,100.0
0.8,single_risk,design_rationale,22,98,105,105,100.0
0.8,single_risk,design_rationale,39,76,77,77,100.0
0.8,single_risk,design_rationale,31,10,10,10,100.0
0.8,single_risk,design_rationale,27,101,103,103,100.0
0.8,single_risk,design_rationale,5,47,50,50,100.0
0.8,single_risk,design_rationale,16,52,54,54,100.0
0.8,single_risk,design_rationale,19,29,32,32,100.0
0.8,single_risk,design_rationale,18,14,15,15,100.0
0.8,single_risk,design_rationale,14,11,11,11,100.0
0.8,single_risk,design_rationale,32,18,19,19,100.0
0.8,single_risk,design_rationale,13,41,42,42,100.0
0.8,single_risk,design_rationale,20,11,12,12,100.0
0.8,single_risk,design_rationale,17,39,40,40,100.0
0.8,single_risk,design_rationale,29,25,27,27,100.0
0.8,single_risk,design_rationale,11,48,48,48,100.0
0.8,single_risk,design_rationale,38,21,21,21,100.0
0.8,single_risk,design_rationale,28,2,2,2,100.0
0.8,monotonic,design_rationale,10,166,202,202,100.0
0.8,monotonic,design_rationale,37,29,30,30,100.0
0.8,monotonic,design_rationale,9,55,58,58,100.0
0.8,monotonic,design_rationale,15,220,230,230,100.0
0.8,monotonic,design_rationale,36,209,218,218,100.0
0.8,monotonic,design_rationale,19,208,224,224,100.0
0.8,monotonic,design_rationale,30,123,142,142,100.0
0.8,monotonic,design_rationale,20,198,213,213,100.0
0.8,monotonic,design_rationale,4,66,70,70,100.0
0.8,monotonic,design_rationale,38,44,45,45,100.0
0.8,monotonic,design_rationale,5,168,183,183,100.0
0.8,monotonic,design_rationale,3,109,119,119,100.0
0.8,monotonic,design_rationale,16,216,228,228,100.0
0.8,monotonic,design_rationale,8,111,143,143,100.0
0.8,monotonic,design_rationale,39,50,52,52,100.0
0.8,monotonic,design_rationale,0,53,58,58,100.0
0.8,monotonic,design_rationale,31,13,14,14,100.0
0.8,monotonic,design_rationale,32,269,292,292,100.0
0.8,monotonic,design_rationale,21,65,68,68,100.0
0.8,monotonic,design_rationale,6,64,65,65,100.0
0.8,monotonic,design_rationale,29,46,49,49,100.0
0.8,monotonic,design_rationale,18,96,108,108,100.0
0.8,monotonic,design_rationale,35,38,39,39,100.0
0.8,monotonic,design_rationale,27,66,68,68,100.0
0.8,monotonic,design_rationale,7,110,121,121,100.0
0.8,monotonic,design_rationale,11,88,98,98,100.0
0.8,monotonic,design_rationale,34,75,82,82,100.0
0.8,monotonic,design_rationale,28,84,89,89,100.0
0.8,monotonic,design_rationale,2,115,118,118,100.0
0.8,monotonic,design_rationale,1,104,106,106,100.0
0.8,monotonic,design_rationale,14,52,52,52,100.0
0.8,monotonic,design_rationale,33,32,33,33,100.0
0.8,monotonic,design_rationale,23,24,27,27,100.0
0.8,monotonic,design_rationale,26,58,59,59,100.0
0.8,monotonic,design_rationale,17,28,29,29,100.0
0.8,monotonic,design_rationale,24,27,29,29,100.0
0.8,monotonic,design_rationale,25,17,17,17,100.0
0.8,monotonic,design_rationale,12,8,9,9,100.0
0.8,monotonic,design_rationale,13,13,14,14,100.0
0.8,monotonic,design_rationale,22,21,22,22,100.0
0.8,both,design_rationale,3,106,113,113,100.0
0.8,both,design_rationale,24,54,60,60,100.0
0.8,both,design_rationale,30,200,207,207,100.0
0.8,both,design_rationale,11,168,172,172,100.0
0.8,both,design_rationale,14,207,224,224,100.0
0.8,both,design_rationale,5,198,243,243,100.0
0.8,both,design_rationale,12,183,215,215,100.0
0.8,both,design_rationale,15,74,86,86,100.0
0.8,both,design_rationale,32,33,33,33,100.0
0.8,both,design_rationale,2,94,96,96,100.0
0.8,both,design_rationale,7,273,334,334,100.0
0.8,both,design_rationale,10,91,100,100,100.0
0.8,both,design_rationale,22,247,261,261,100.0
0.8,both,design_rationale,8,73,77,77,100.0
0.8,both,design_rationale,9,270,294,294,100.0
0.8,both,design_rationale,38,20,20,20,100.0
0.8,both,design_rationale,13,119,123,123,100.0
0.8,both,design_rationale,20,46,49,49,100.0
0.8,both,design_rationale,39,110,113,113,100.0
0.8,both,design_rationale,1,124,135,135,100.0
0.8,both,design_rationale,4,86,96,96,100.0
0.8,both,design_rationale,18,18,18,18,100.0
0.8,both,design_rationale,28,27,30,30,100.0
0.8,both,design_rationale,19,106,112,112,100.0
0.8,both,design_rationale,33,10,10,10,100.0
0.8,both,design_rationale,25,63,64,64,100.0
0.8,both,design_rationale,0,107,110,110,100.0
0.8,both,design_rationale,16,30,31,31,100.0
0.8,both,design_rationale,17,44,52,52,100.0
0.8,both,design_rationale,27,44,46,46,100.0
0.8,both,design_rationale,35,23,26,26,100.0
0.8,both,design_rationale,29,15,16,16,100.0
0.8,both,design_rationale,26,4,5,5,100.0
0.8,both,design_rationale,36,10,11,11,100.0
0.8,both,design_rationale,6,33,35,35,100.0
0.8,both,design_rationale,31,13,13,13,100.0
0.8,both,design_rationale,37,10,11,11,100.0
0.8,both,design_rationale,21,15,16,16,100.0
0.8,both,design_rationale,23,16,17,17,100.0
0.8,both,design_rationale,34,4,4,4,100.0
0.85,unconstrained,design_rationale,1,103,109,109,100.0
0.85,unconstrained,design_rationale,36,63,66,66,100.0
0.85,unconstrained,design_rationale,27,62,65,65,100.0
0.85,unconstrained,design_rationale,39,51,53,53,100.0
0.85,unconstrained,design_rationale,0,211,217,217,100.0
0.85,unconstrained,design_rationale,6,158,166,166,100.0
0.85,unconstrained,design_rationale,18,190,201,201,100.0
0.85,unconstrained,design_rationale,21,201,231,231,100.0
0.85,unconstrained,design_rationale,14,89,100,100,100.0
0.85,unconstrained,design_rationale,30,164,208,208,100.0
0.85,unconstrained,design_rationale,10,42,42,42,100.0
0.85,unconstrained,design_rationale,11,214,241,241,100.0
0.85,unconstrained,design_rationale,22,87,94,94,100.0
0.85,unconstrained,design_rationale,8,175,207,207,100.0
0.85,unconstrained,design_rationale,24,16,16,16,100.0
0.85,unconstrained,design_rationale,3,140,163,163,100.0
0.85,unconstrained,design_rationale,9,76,80,80,100.0
