edge_config,mode,node_type,cluster_id,n_sources,cluster_size,nodes_with_sources
0.85,single_risk,all_concepts,21,0,596,0
0.85,single_risk,all_concepts,39,0,430,0
0.85,single_risk,all_concepts,38,0,72,0
0.85,single_risk,all_concepts,5,0,734,0
0.85,single_risk,all_concepts,6,0,683,0
0.85,single_risk,all_concepts,0,0,816,0
0.85,single_risk,all_concepts,10,0,497,0
0.85,single_risk,all_concepts,32,0,193,0
0.85,single_risk,all_concepts,33,0,1589,0
0.85,single_risk,all_concepts,1,0,566,0
0.85,single_risk,all_concepts,11,0,617,0
0.85,single_risk,all_concepts,7,0,1053,0
0.85,single_risk,all_concepts,17,0,430,0
0.85,single_risk,all_concepts,8,0,481,0
0.85,single_risk,all_concepts,9,0,625,0
0.85,single_risk,all_concepts,16,0,1383,0
0.85,single_risk,all_concepts,14,0,633,0
0.85,single_risk,all_concepts,2,0,1556,0
0.85,single_risk,all_concepts,19,0,468,0
0.85,single_risk,all_concepts,4,0,548,0
0.85,single_risk,all_concepts,27,0,252,0
0.85,single_risk,all_concepts,13,0,750,0
0.85,single_risk,all_concepts,29,0,86,0
0.85,single_risk,all_concepts,24,0,86,0
0.85,single_risk,all_concepts,28,0,195,0
0.85,single_risk,all_concepts,26,0,66,0
0.85,single_risk,all_concepts,23,0,68,0
0.85,single_risk,all_concepts,25,0,316,0
0.85,single_risk,all_concepts,20,0,100,0
0.85,single_risk,all_concepts,36,0,112,0
0.85,single_risk,all_concepts,18,0,125,0
0.85,single_risk,all_concepts,37,0,60,0
0.85,single_risk,all_concepts,34,0,50,0
0.85,single_risk,all_concepts,35,0,18,0
0.85,single_risk,all_concepts,30,0,25,0
0.85,single_risk,all_concepts,22,0,31,0
0.85,single_risk,all_concepts,31,0,34,0
0.85,single_risk,problem_analysis,31,0,108,0
0.85,single_risk,problem_analysis,28,0,36,0
0.85,single_risk,problem_analysis,37,0,72,0
0.85,single_risk,problem_analysis,24,0,94,0
0.85,single_risk,problem_analysis,25,0,30,0
0.85,single_risk,problem_analysis,10,0,268,0
0.85,single_risk,problem_analysis,2,0,131,0
0.85,single_risk,problem_analysis,21,0,265,0
0.85,single_risk,problem_analysis,16,0,143,0
0.85,single_risk,problem_analysis,4,0,116,0
0.85,single_risk,problem_analysis,32,0,126,0
0.85,single_risk,problem_analysis,5,0,209,0
0.85,single_risk,problem_analysis,34,0,39,0
0.85,single_risk,problem_analysis,3,0,272,0
0.85,single_risk,problem_analysis,0,0,115,0
0.85,single_risk,problem_analysis,19,0,109,0
0.85,single_risk,problem_analysis,15,0,208,0
0.85,single_risk,problem_analysis,13,0,158,0
0.85,single_risk,problem_analysis,11,0,50,0
0.85,single_risk,problem_analysis,26,0,122,0
0.85,single_risk,problem_analysis,35,0,68,0
0.85,single_risk,problem_analysis,7,0,65,0
0.85,single_risk,problem_analysis,38,0,116,0
0.85,single_risk,problem_analysis,23,0,74,0
0.85,single_risk,problem_analysis,14,0,73,0
0.85,single_risk,problem_analysis,30,0,34,0
0.85,single_risk,problem_analysis,17,0,131,0
0.85,single_risk,problem_analysis,12,0,77,0
0.85,single_risk,problem_analysis,9,0,178,0
0.85,single_risk,problem_analysis,39,0,201,0
0.85,single_risk,problem_analysis,6,0,103,0
0.85,single_risk,problem_analysis,29,0,17,0
0.85,single_risk,problem_analysis,27,0,52,0
0.85,single_risk,problem_analysis,22,0,68,0
0.85,single_risk,problem_analysis,20,0,24,0
0.85,single_risk,problem_analysis,1,0,52,0
0.85,single_risk,problem_analysis,33,0,98,0
0.85,single_risk,problem_analysis,8,0,125,0
0.85,single_risk,problem_analysis,36,0,46,0
0.85,single_risk,problem_analysis,18,0,49,0
0.85,single_risk,theoretical_insight,23,0,123,0
0.85,single_risk,theoretical_insight,28,0,21,0
0.85,single_risk,theoretical_insight,5,0,120,0
0.85,single_risk,theoretical_insight,2,0,299,0
0.85,single_risk,theoretical_insight,27,0,175,0
0.85,single_risk,theoretical_insight,13,0,126,0
0.85,single_risk,theoretical_insight,17,0,216,0
0.85,single_risk,theoretical_insight,4,0,65,0
0.85,single_risk,theoretical_insight,25,0,71,0
0.85,single_risk,theoretical_insight,32,0,128,0
0.85,single_risk,theoretical_insight,16,0,102,0
0.85,single_risk,theoretical_insight,26,0,98,0
0.85,single_risk,theoretical_insight,35,0,28,0
0.85,single_risk,theoretical_insight,30,0,12,0
0.85,single_risk,theoretical_insight,38,0,134,0
0.85,single_risk,theoretical_insight,1,0,86,0
0.85,single_risk,theoretical_insight,9,0,48,0
0.85,single_risk,theoretical_insight,0,0,266,0
0.85,single_risk,theoretical_insight,24,0,42,0
0.85,single_risk,theoretical_insight,19,0,131,0
0.85,single_risk,theoretical_insight,7,0,26,0
0.85,single_risk,theoretical_insight,36,0,91,0
0.85,single_risk,theoretical_insight,6,0,74,0
0.85,single_risk,theoretical_insight,3,0,57,0
0.85,single_risk,theoretical_insight,15,0,62,0
0.85,single_risk,theoretical_insight,37,0,22,0
0.85,single_risk,theoretical_insight,18,0,53,0
0.85,single_risk,theoretical_insight,34,0,45,0
0.85,single_risk,theoretical_insight,12,0,68,0
0.85,single_risk,theoretical_insight,29,0,65,0
0.85,single_risk,theoretical_insight,22,0,31,0
0.85,single_risk,theoretical_insight,20,0,53,0
0.85,single_risk,theoretical_insight,21,0,47,0
0.85,single_risk,theoretical_insight,11,0,27,0
0.85,single_risk,theoretical_insight,31,0,59,0
0.85,single_risk,theoretical_insight,10,0,21,0
0.85,single_risk,theoretical_insight,8,0,61,0
0.85,single_risk,theoretical_insight,39,0,17,0
0.85,single_risk,theoretical_insight,14,0,7,0
0.85,single_risk,theoretical_insight,33,0,19,0
0.85,single_risk,design_rationale,26,0,79,0
0.85,single_risk,design_rationale,4,0,125,0
0.85,single_risk,design_rationale,14,0,73,0
0.85,single_risk,design_rationale,38,0,174,0
0.85,single_risk,design_rationale,15,0,157,0
0.85,single_risk,design_rationale,18,0,186,0
0.85,single_risk,design_rationale,16,0,108,0
0.85,single_risk,design_rationale,11,0,214,0
0.85,single_risk,design_rationale,3,0,104,0
0.85,single_risk,design_rationale,1,0,94,0
0.85,single_risk,design_rationale,5,0,203,0
0.85,single_risk,design_rationale,23,0,57,0
0.85,single_risk,design_rationale,22,0,214,0
0.85,single_risk,design_rationale,7,0,105,0
0.85,single_risk,design_rationale,32,0,18,0
0.85,single_risk,design_rationale,10,0,262,0
0.85,single_risk,design_rationale,24,0,27,0
0.85,single_risk,design_rationale,13,0,27,0
0.85,single_risk,design_rationale,34,0,40,0
0.85,single_risk,design_rationale,37,0,82,0
0.85,single_risk,design_rationale,19,0,140,0
0.85,single_risk,design_rationale,27,0,74,0
0.85,single_risk,design_rationale,33,0,60,0
0.85,single_risk,design_rationale,2,0,102,0
0.85,single_risk,design_rationale,6,0,26,0
0.85,single_risk,design_rationale,21,0,53,0
0.85,single_risk,design_rationale,8,0,57,0
0.85,single_risk,design_rationale,9,0,54,0
0.85,single_risk,design_rationale,20,0,36,0
0.85,single_risk,design_rationale,30,0,91,0
0.85,single_risk,design_rationale,28,0,39,0
0.85,single_risk,design_rationale,0,0,76,0
0.85,single_risk,design_rationale,25,0,25,0
0.85,single_risk,design_rationale,35,0,5,0
0.85,single_risk,design_rationale,12,0,49,0
0.85,single_risk,design_rationale,39,0,13,0
0.85,single_risk,design_rationale,31,0,21,0
0.85,single_risk,design_rationale,17,0,15,0
0.85,single_risk,design_rationale,36,0,2,0
0.85,single_risk,design_rationale,29,0,9,0
0.85,single_risk,implementation_mechanism,27,0,39,0
0.85,single_risk,implementation_mechanism,0,0,219,0
0.85,single_risk,implementation_mechanism,31,0,93,0
0.85,single_risk,implementation_mechanism,26,0,165,0
0.85,single_risk,implementation_mechanism,33,0,202,0
0.85,single_risk,implementation_mechanism,6,0,128,0
0.85,single_risk,implementation_mechanism,28,0,123,0
0.85,single_risk,implementation_mechanism,4,0,82,0
0.85,single_risk,implementation_mechanism,1,0,184,0
0.85,single_risk,implementation_mechanism,30,0,29,0
0.85,single_risk,implementation_mechanism,2,0,134,0
0.85,single_risk,implementation_mechanism,29,0,101,0
0.85,single_risk,implementation_mechanism,7,0,107,0
0.85,single_risk,implementation_mechanism,32,0,17,0
0.85,single_risk,implementation_mechanism,13,0,51,0
0.85,single_risk,implementation_mechanism,5,0,144,0
0.85,single_risk,implementation_mechanism,15,0,106,0
0.85,single_risk,implementation_mechanism,19,0,95,0
0.85,single_risk,implementation_mechanism,11,0,72,0
0.85,single_risk,implementation_mechanism,22,0,86,0
0.85,single_risk,implementation_mechanism,35,0,56,0
0.85,single_risk,implementation_mechanism,12,0,189,0
0.85,single_risk,implementation_mechanism,36,0,26,0
0.85,single_risk,implementation_mechanism,24,0,35,0
0.85,single_risk,implementation_mechanism,39,0,63,0
0.85,single_risk,implementation_mechanism,9,0,46,0
0.85,single_risk,implementation_mechanism,8,0,91,0
0.85,single_risk,implementation_mechanism,16,0,164,0
0.85,single_risk,implementation_mechanism,10,0,61,0
0.85,single_risk,implementation_mechanism,17,0,64,0
0.85,single_risk,implementation_mechanism,20,0,62,0
0.85,single_risk,implementation_mechanism,14,0,105,0
0.85,single_risk,implementation_mechanism,34,0,12,0
0.85,single_risk,implementation_mechanism,25,0,51,0
0.85,single_risk,implementation_mechanism,23,0,116,0
0.85,single_risk,implementation_mechanism,21,0,65,0
0.85,single_risk,implementation_mechanism,3,0,41,0
0.85,single_risk,implementation_mechanism,18,0,31,0
0.85,single_risk,implementation_mechanism,37,0,17,0
0.85,single_risk,implementation_mechanism,38,0,3,0
0.85,single_risk,validation_evidence,6,0,141,0
0.85,single_risk,validation_evidence,38,0,11,0
0.85,single_risk,validation_evidence,32,0,54,0
0.85,single_risk,validation_evidence,33,0,47,0
0.85,single_risk,validation_evidence,9,0,93,0
0.85,single_risk,validation_evidence,12,0,98,0
0.85,single_risk,validation_evidence,29,0,66,0
0.85,single_risk,validation_evidence,17,0,119,0
0.85,single_risk,validation_evidence,27,0,114,0
0.85,single_risk,validation_evidence,1,0,77,0
0.85,single_risk,validation_evidence,0,0,326,0
0.85,single_risk,validation_evidence,7,0,74,0
0.85,single_risk,validation_evidence,4,0,81,0
0.85,single_risk,validation_evidence,34,0,33,0
0.85,single_risk,validation_evidence,28,0,179,0
0.85,single_risk,validation_evidence,3,0,134,0
0.85,single_risk,validation_evidence,36,0,31,0
0.85,single_risk,validation_evidence,5,0,315,0
0.85,single_risk,validation_evidence,21,0,80,0
0.85,single_risk,validation_evidence,16,0,38,0
0.85,single_risk,validation_evidence,24,0,106,0
0.85,single_risk,validation_evidence,2,0,144,0
0.85,single_risk,validation_evidence,35,0,53,0
0.85,single_risk,validation_evidence,37,0,69,0
0.85,single_risk,validation_evidence,31,0,32,0
0.85,single_risk,validation_evidence,19,0,59,0
0.85,single_risk,validation_evidence,23,0,53,0
0.85,single_risk,validation_evidence,10,0,62,0
0.85,single_risk,validation_evidence,15,0,10,0
0.85,single_risk,validation_evidence,14,0,53,0
0.85,single_risk,validation_evidence,8,0,28,0
0.85,single_risk,validation_evidence,13,0,65,0
0.85,single_risk,validation_evidence,30,0,25,0
0.85,single_risk,validation_evidence,18,0,44,0
0.85,single_risk,validation_evidence,39,0,14,0
0.85,single_risk,validation_evidence,11,0,11,0
0.85,single_risk,validation_evidence,20,0,9,0
0.85,single_risk,validation_evidence,25,0,11,0
0.85,single_risk,validation_evidence,22,0,62,0
0.85,single_risk,validation_evidence,26,0,6,0
0.85,monotonic,risk,3,0,410,0
0.85,monotonic,risk,18,0,172,0
0.85,monotonic,risk,5,0,152,0
0.85,monotonic,risk,7,0,168,0
0.85,monotonic,risk,12,0,169,0
0.85,monotonic,risk,21,0,294,0
0.85,monotonic,risk,26,0,332,0
0.85,monotonic,risk,6,0,292,0
0.85,monotonic,risk,25,0,385,0
0.85,monotonic,risk,38,0,114,0
0.85,monotonic,risk,1,0,247,0
0.85,monotonic,risk,2,0,271,0
0.85,monotonic,risk,13,0,324,0
0.85,monotonic,risk,0,0,261,0
0.85,monotonic,risk,14,0,173,0
0.85,monotonic,risk,8,0,200,0
0.85,monotonic,risk,35,0,61,0
0.85,monotonic,risk,29,0,38,0
0.85,monotonic,risk,39,0,60,0
0.85,monotonic,risk,15,0,181,0
0.85,monotonic,risk,4,0,392,0
0.85,monotonic,risk,27,0,92,0
0.85,monotonic,risk,17,0,225,0
0.85,monotonic,risk,30,0,139,0
0.85,monotonic,risk,11,0,127,0
0.85,monotonic,risk,36,0,81,0
0.85,monotonic,risk,24,0,105,0
0.85,monotonic,risk,10,0,370,0
0.85,monotonic,risk,19,0,68,0
0.85,monotonic,risk,9,0,300,0
0.85,monotonic,risk,16,0,78,0
0.85,monotonic,risk,31,0,183,0
0.85,monotonic,risk,32,0,83,0
0.85,monotonic,risk,33,0,57,0
0.85,monotonic,risk,28,0,51,0
0.85,monotonic,risk,37,0,140,0
0.85,monotonic,risk,23,0,20,0
0.85,monotonic,risk,20,0,23,0
0.85,monotonic,risk,22,0,18,0
0.85,monotonic,risk,34,0,41,0
0.85,monotonic,intervention,39,0,79,0
0.85,monotonic,intervention,32,0,65,0
0.85,monotonic,intervention,1,0,131,0
0.85,monotonic,intervention,18,0,130,0
0.85,monotonic,intervention,33,0,227,0
0.85,monotonic,intervention,30,0,58,0
0.85,monotonic,intervention,5,0,203,0
0.85,monotonic,intervention,19,0,77,0
0.85,monotonic,intervention,36,0,65,0
0.85,monotonic,intervention,20,0,23,0
0.85,monotonic,intervention,37,0,27,0
0.85,monotonic,intervention,10,0,22,0
0.85,monotonic,intervention,3,0,138,0
0.85,monotonic,intervention,13,0,93,0
0.85,monotonic,intervention,8,0,230,0
0.85,monotonic,intervention,26,0,135,0
0.85,monotonic,intervention,38,0,37,0
0.85,monotonic,intervention,27,0,225,0
0.85,monotonic,intervention,0,0,184,0
0.85,monotonic,intervention,7,0,90,0
0.85,monotonic,intervention,2,0,253,0
0.85,monotonic,intervention,9,0,118,0
0.85,monotonic,intervention,35,0,70,0
0.85,monotonic,intervention,6,0,219,0
0.85,monotonic,intervention,12,0,37,0
0.85,monotonic,intervention,15,0,140,0
0.85,monotonic,intervention,16,0,112,0
0.85,monotonic,intervention,17,0,49,0
0.85,monotonic,intervention,25,0,75,0
0.85,monotonic,intervention,22,0,11,0
0.85,monotonic,intervention,21,0,7,0
0.85,monotonic,intervention,24,0,19,0
0.85,monotonic,intervention,29,0,174,0
0.85,monotonic,intervention,4,0,38,0
0.85,monotonic,intervention,14,0,25,0
0.85,monotonic,intervention,34,0,20,0
0.85,monotonic,intervention,11,0,47,0
0.85,monotonic,intervention,31,0,38,0
0.85,monotonic,intervention,28,0,23,0
0.85,monotonic,intervention,23,0,7,0
0.85,monotonic,all_concepts,31,0,173,0
0.85,monotonic,all_concepts,30,0,388,0
0.85,monotonic,all_concepts,17,0,274,0
0.85,monotonic,all_concepts,20,0,593,0
0.85,monotonic,all_concepts,35,0,420,0
0.85,monotonic,all_concepts,14,0,383,0
0.85,monotonic,all_concepts,13,0,610,0
0.85,monotonic,all_concepts,9,0,584,0
0.85,monotonic,all_concepts,33,0,237,0
0.85,monotonic,all_concepts,8,0,531,0
0.85,monotonic,all_concepts,21,0,221,0
0.85,monotonic,all_concepts,11,0,1665,0
0.85,monotonic,all_concepts,22,0,87,0
0.85,monotonic,all_concepts,24,0,966,0
0.85,monotonic,all_concepts,34,0,152,0
0.85,monotonic,all_concepts,5,0,668,0
0.85,monotonic,all_concepts,1,0,1082,0
0.85,monotonic,all_concepts,18,0,458,0
0.85,monotonic,all_concepts,0,0,1321,0
0.85,monotonic,all_concepts,4,0,1316,0
0.85,monotonic,all_concepts,2,0,563,0
0.85,monotonic,all_concepts,19,0,780,0
0.85,monotonic,all_concepts,37,0,66,0
0.85,monotonic,all_concepts,23,0,148,0
0.85,monotonic,all_concepts,27,0,477,0
0.85,monotonic,all_concepts,32,0,84,0
0.85,monotonic,all_concepts,15,0,99,0
0.85,monotonic,all_concepts,10,0,227,0
0.85,monotonic,all_concepts,6,0,292,0
0.85,monotonic,all_concepts,3,0,106,0
0.85,monotonic,all_concepts,12,0,495,0
0.85,monotonic,all_concepts,26,0,136,0
0.85,monotonic,all_concepts,25,0,224,0
0.85,monotonic,all_concepts,16,0,83,0
0.85,monotonic,all_concepts,29,0,108,0
0.85,monotonic,all_concepts,38,0,22,0
0.85,monotonic,all_concepts,28,0,157,0
0.85,monotonic,all_concepts,36,0,61,0
0.85,monotonic,all_concepts,7,0,140,0
0.85,monotonic,all_concepts,39,0,31,0
0.85,monotonic,problem_analysis,19,0,136,0
0.85,monotonic,problem_analysis,9,0,92,0
0.85,monotonic,problem_analysis,30,0,52,0
0.85,monotonic,problem_analysis,24,0,145,0
0.85,monotonic,problem_analysis,33,0,102,0
0.85,monotonic,problem_analysis,13,0,282,0
0.85,monotonic,problem_analysis,0,0,397,0
0.85,monotonic,problem_analysis,23,0,80,0
0.85,monotonic,problem_analysis,37,0,18,0
0.85,monotonic,problem_analysis,5,0,116,0
0.85,monotonic,problem_analysis,4,0,281,0
0.85,monotonic,problem_analysis,18,0,95,0
0.85,monotonic,problem_analysis,26,0,132,0
0.85,monotonic,problem_analysis,39,0,28,0
0.85,monotonic,problem_analysis,11,0,40,0
0.85,monotonic,problem_analysis,34,0,210,0
0.85,monotonic,problem_analysis,6,0,103,0
0.85,monotonic,problem_analysis,14,0,101,0
0.85,monotonic,problem_analysis,35,0,51,0
0.85,monotonic,problem_analysis,21,0,163,0
0.85,monotonic,problem_analysis,3,0,59,0
0.85,monotonic,problem_analysis,1,0,204,0
0.85,monotonic,problem_analysis,7,0,38,0
0.85,monotonic,problem_analysis,38,0,37,0
0.85,monotonic,problem_analysis,36,0,125,0
0.85,monotonic,problem_analysis,15,0,153,0
0.85,monotonic,problem_analysis,8,0,226,0
0.85,monotonic,problem_analysis,27,0,188,0
0.85,monotonic,problem_analysis,10,0,116,0
0.85,monotonic,problem_analysis,16,0,95,0
0.85,monotonic,problem_analysis,29,0,78,0
0.85,monotonic,problem_analysis,17,0,201,0
0.85,monotonic,problem_analysis,25,0,17,0
0.85,monotonic,problem_analysis,22,0,68,0
0.85,monotonic,problem_analysis,31,0,63,0
0.85,monotonic,problem_analysis,28,0,61,0
0.85,monotonic,problem_analysis,2,0,64,0
0.85,monotonic,problem_analysis,12,0,78,0
0.85,monotonic,problem_analysis,32,0,11,0
0.85,monotonic,problem_analysis,20,0,3,0
0.85,monotonic,theoretical_insight,6,0,105,0
0.85,monotonic,theoretical_insight,2,0,105,0
0.85,monotonic,theoretical_insight,39,0,154,0
0.85,monotonic,theoretical_insight,0,0,128,0
0.85,monotonic,theoretical_insight,18,0,72,0
0.85,monotonic,theoretical_insight,5,0,109,0
0.85,monotonic,theoretical_insight,11,0,181,0
0.85,monotonic,theoretical_insight,16,0,121,0
0.85,monotonic,theoretical_insight,32,0,38,0
0.85,monotonic,theoretical_insight,25,0,64,0
0.85,monotonic,theoretical_insight,20,0,134,0
0.85,monotonic,theoretical_insight,34,0,63,0
0.85,monotonic,theoretical_insight,30,0,40,0
0.85,monotonic,theoretical_insight,26,0,81,0
0.85,monotonic,theoretical_insight,12,0,55,0
0.85,monotonic,theoretical_insight,1,0,120,0
0.85,monotonic,theoretical_insight,31,0,129,0
0.85,monotonic,theoretical_insight,37,0,27,0
0.85,monotonic,theoretical_insight,4,0,289,0
0.85,monotonic,theoretical_insight,22,0,89,0
0.85,monotonic,theoretical_insight,33,0,72,0
0.85,monotonic,theoretical_insight,8,0,23,0
0.85,monotonic,theoretical_insight,17,0,65,0
0.85,monotonic,theoretical_insight,15,0,47,0
0.85,monotonic,theoretical_insight,28,0,8,0
0.85,monotonic,theoretical_insight,21,0,52,0
0.85,monotonic,theoretical_insight,29,0,28,0
0.85,monotonic,theoretical_insight,3,0,101,0
0.85,monotonic,theoretical_insight,9,0,75,0
0.85,monotonic,theoretical_insight,7,0,133,0
0.85,monotonic,theoretical_insight,10,0,56,0
0.85,monotonic,theoretical_insight,13,0,89,0
0.85,monotonic,theoretical_insight,14,0,15,0
0.85,monotonic,theoretical_insight,24,0,34,0
0.85,monotonic,theoretical_insight,36,0,23,0
0.85,monotonic,theoretical_insight,23,0,12,0
0.85,monotonic,theoretical_insight,27,0,12,0
0.85,monotonic,theoretical_insight,19,0,32,0
0.85,monotonic,theoretical_insight,38,0,30,0
0.85,monotonic,theoretical_insight,35,0,5,0
0.85,monotonic,design_rationale,10,0,44,0
0.85,monotonic,design_rationale,4,0,61,0
0.85,monotonic,design_rationale,30,0,56,0
0.85,monotonic,design_rationale,14,0,177,0
0.85,monotonic,design_rationale,38,0,143,0
0.85,monotonic,design_rationale,29,0,211,0
0.85,monotonic,design_rationale,11,0,148,0
0.85,monotonic,design_rationale,6,0,96,0
0.85,monotonic,design_rationale,9,0,68,0
0.85,monotonic,design_rationale,0,0,187,0
0.85,monotonic,design_rationale,5,0,39,0
0.85,monotonic,design_rationale,1,0,61,0
0.85,monotonic,design_rationale,15,0,145,0
0.85,monotonic,design_rationale,2,0,224,0
0.85,monotonic,design_rationale,7,0,131,0
0.85,monotonic,design_rationale,12,0,12,0
0.85,monotonic,design_rationale,17,0,146,0
0.85,monotonic,design_rationale,22,0,43,0
0.85,monotonic,design_rationale,37,0,51,0
0.85,monotonic,design_rationale,8,0,46,0
0.85,monotonic,design_rationale,13,0,63,0
0.85,monotonic,design_rationale,31,0,190,0
0.85,monotonic,design_rationale,18,0,65,0
0.85,monotonic,design_rationale,19,0,60,0
0.85,monotonic,design_rationale,39,0,17,0
0.85,monotonic,design_rationale,36,0,70,0
0.85,monotonic,design_rationale,23,0,35,0
0.85,monotonic,design_rationale,3,0,108,0
0.85,monotonic,design_rationale,16,0,73,0
0.85,monotonic,design_rationale,26,0,12,0
0.85,monotonic,design_rationale,20,0,19,0
0.85,monotonic,design_rationale,24,0,6,0
0.85,monotonic,design_rationale,35,0,60,0
0.85,monotonic,design_rationale,34,0,47,0
0.85,monotonic,design_rationale,28,0,9,0
0.85,monotonic,design_rationale,25,0,11,0
0.85,monotonic,design_rationale,33,0,6,0
0.85,monotonic,design_rationale,27,0,31,0
0.85,monotonic,design_rationale,32,0,13,0
0.85,monotonic,design_rationale,21,0,6,0
0.85,monotonic,implementation_mechanism,35,0,37,0
0.85,monotonic,implementation_mechanism,23,0,67,0
0.85,monotonic,implementation_mechanism,21,0,82,0
0.85,monotonic,implementation_mechanism,9,0,138,0
0.85,monotonic,implementation_mechanism,20,0,209,0
0.85,monotonic,implementation_mechanism,26,0,109,0
0.85,monotonic,implementation_mechanism,3,0,42,0
0.85,monotonic,implementation_mechanism,33,0,48,0
0.85,monotonic,implementation_mechanism,8,0,85,0
0.85,monotonic,implementation_mechanism,0,0,154,0
0.85,monotonic,implementation_mechanism,4,0,37,0
0.85,monotonic,implementation_mechanism,10,0,167,0
0.85,monotonic,implementation_mechanism,28,0,8,0
0.85,monotonic,implementation_mechanism,1,0,133,0
0.85,monotonic,implementation_mechanism,2,0,222,0
0.85,monotonic,implementation_mechanism,17,0,132,0
0.85,monotonic,implementation_mechanism,37,0,96,0
0.85,monotonic,implementation_mechanism,19,0,97,0
0.85,monotonic,implementation_mechanism,36,0,48,0
0.85,monotonic,implementation_mechanism,12,0,64,0
0.85,monotonic,implementation_mechanism,24,0,80,0
0.85,monotonic,implementation_mechanism,5,0,59,0
0.85,monotonic,implementation_mechanism,38,0,55,0
0.85,monotonic,implementation_mechanism,15,0,167,0
0.85,monotonic,implementation_mechanism,39,0,32,0
0.85,monotonic,implementation_mechanism,11,0,78,0
0.85,monotonic,implementation_mechanism,32,0,78,0
0.85,monotonic,implementation_mechanism,18,0,126,0
0.85,monotonic,implementation_mechanism,6,0,75,0
0.85,monotonic,implementation_mechanism,16,0,60,0
0.85,monotonic,implementation_mechanism,30,0,51,0
0.85,monotonic,implementation_mechanism,22,0,79,0
0.85,monotonic,implementation_mechanism,13,0,30,0
0.85,monotonic,implementation_mechanism,34,0,18,0
0.85,monotonic,implementation_mechanism,14,0,21,0
0.85,monotonic,implementation_mechanism,25,0,8,0
0.85,monotonic,implementation_mechanism,27,0,18,0
0.85,monotonic,implementation_mechanism,7,0,33,0
0.85,monotonic,implementation_mechanism,29,0,44,0
0.85,monotonic,implementation_mechanism,31,0,16,0
0.85,monotonic,validation_evidence,2,0,171,0
0.85,monotonic,validation_evidence,11,0,71,0
0.85,monotonic,validation_evidence,28,0,71,0
0.85,monotonic,validation_evidence,24,0,41,0
0.85,monotonic,validation_evidence,4,0,45,0
0.85,monotonic,validation_evidence,10,0,111,0
0.85,monotonic,validation_evidence,13,0,45,0
0.85,monotonic,validation_evidence,1,0,158,0
0.85,monotonic,validation_evidence,16,0,109,0
0.85,monotonic,validation_evidence,5,0,144,0
0.85,monotonic,validation_evidence,17,0,205,0
0.85,monotonic,validation_evidence,22,0,60,0
0.85,monotonic,validation_evidence,12,0,115,0
0.85,monotonic,validation_evidence,0,0,90,0
0.85,monotonic,validation_evidence,29,0,41,0
0.85,monotonic,validation_evidence,27,0,47,0
0.85,monotonic,validation_evidence,33,0,42,0
0.85,monotonic,validation_evidence,8,0,80,0
0.85,monotonic,validation_evidence,25,0,204,0
0.85,monotonic,validation_evidence,18,0,47,0
0.85,monotonic,validation_evidence,35,0,24,0
0.85,monotonic,validation_evidence,34,0,81,0
0.85,monotonic,validation_evidence,7,0,89,0
0.85,monotonic,validation_evidence,15,0,72,0
0.85,monotonic,validation_evidence,39,0,30,0
0.85,monotonic,validation_evidence,20,0,22,0
0.85,monotonic,validation_evidence,36,0,44,0
0.85,monotonic,validation_evidence,6,0,122,0
0.85,monotonic,validation_evidence,31,0,49,0
0.85,monotonic,validation_evidence,26,0,46,0
0.85,monotonic,validation_evidence,9,0,79,0
0.85,monotonic,validation_evidence,3,0,53,0
0.85,monotonic,validation_evidence,37,0,8,0
0.85,monotonic,validation_evidence,21,0,89,0
0.85,monotonic,validation_evidence,38,0,15,0
0.85,monotonic,validation_evidence,32,0,9,0
0.85,monotonic,validation_evidence,19,0,40,0
0.85,monotonic,validation_evidence,14,0,29,0
0.85,monotonic,validation_evidence,23,0,9,0
0.85,monotonic,validation_evidence,30,0,3,0
0.85,both,risk,16,0,82,0
0.85,both,risk,7,0,90,0
0.85,both,risk,4,0,126,0
0.85,both,risk,20,0,113,0
0.85,both,risk,13,0,99,0
0.85,both,risk,15,0,147,0
0.85,both,risk,33,0,71,0
0.85,both,risk,25,0,92,0
0.85,both,risk,9,0,302,0
0.85,both,risk,2,0,125,0
0.85,both,risk,37,0,88,0
0.85,both,risk,31,0,207,0
0.85,both,risk,5,0,234,0
0.85,both,risk,8,0,96,0
0.85,both,risk,21,0,139,0
0.85,both,risk,12,0,161,0
0.85,both,risk,0,0,56,0
0.85,both,risk,3,0,91,0
0.85,both,risk,38,0,86,0
0.85,both,risk,11,0,35,0
0.85,both,risk,17,0,30,0
0.85,both,risk,26,0,44,0
0.85,both,risk,23,0,80,0
0.85,both,risk,18,0,54,0
0.85,both,risk,24,0,95,0
0.85,both,risk,28,0,56,0
0.85,both,risk,1,0,200,0
0.85,both,risk,14,0,87,0
0.85,both,risk,6,0,135,0
0.85,both,risk,39,0,23,0
0.85,both,risk,10,0,86,0
0.85,both,risk,32,0,8,0
0.85,both,risk,35,0,34,0
0.85,both,risk,19,0,6,0
0.85,both,risk,34,0,4,0
0.85,both,risk,30,0,11,0
0.85,both,risk,36,0,16,0
0.85,both,risk,22,0,7,0
0.85,both,risk,27,0,7,0
0.85,both,risk,29,0,3,0
0.85,both,intervention,31,0,53,0
0.85,both,intervention,6,0,161,0
0.85,both,intervention,18,0,150,0
0.85,both,intervention,15,0,169,0
0.85,both,intervention,19,0,264,0
