edge_config,mode,node_type,cluster_id,n_sources,cluster_size,nodes_with_sources
EDGE,both,implementation_mechanism,15,0,21,0
EDGE,both,implementation_mechanism,30,0,15,0
EDGE,both,validation_evidence,7,0,33,0
EDGE,both,validation_evidence,6,0,18,0
EDGE,both,validation_evidence,28,0,20,0
EDGE,both,validation_evidence,21,0,24,0
EDGE,both,validation_evidence,13,0,164,0
EDGE,both,validation_evidence,11,0,123,0
EDGE,both,validation_evidence,12,0,89,0
EDGE,both,validation_evidence,8,0,38,0
EDGE,both,validation_evidence,23,0,60,0
EDGE,both,validation_evidence,34,0,107,0
EDGE,both,validation_evidence,37,0,10,0
EDGE,both,validation_evidence,24,0,111,0
EDGE,both,validation_evidence,17,0,60,0
EDGE,both,validation_evidence,5,0,107,0
EDGE,both,validation_evidence,3,0,88,0
EDGE,both,validation_evidence,14,0,110,0
EDGE,both,validation_evidence,29,0,26,0
EDGE,both,validation_evidence,30,0,26,0
EDGE,both,validation_evidence,16,0,76,0
EDGE,both,validation_evidence,15,0,79,0
EDGE,both,validation_evidence,0,0,59,0
EDGE,both,validation_evidence,32,0,56,0
EDGE,both,validation_evidence,22,0,65,0
EDGE,both,validation_evidence,18,0,69,0
EDGE,both,validation_evidence,1,0,51,0
EDGE,both,validation_evidence,27,0,72,0
EDGE,both,validation_evidence,25,0,58,0
EDGE,both,validation_evidence,36,0,24,0
EDGE,both,validation_evidence,9,0,75,0
EDGE,both,validation_evidence,10,0,54,0
EDGE,both,validation_evidence,35,0,44,0
EDGE,both,validation_evidence,31,0,24,0
EDGE,both,validation_evidence,2,0,46,0
EDGE,both,validation_evidence,4,0,19,0
EDGE,both,validation_evidence,20,0,66,0
EDGE,both,validation_evidence,38,0,60,0
EDGE,both,validation_evidence,19,0,17,0
EDGE,both,validation_evidence,39,0,34,0
EDGE,both,validation_evidence,33,0,22,0
EDGE,both,validation_evidence,26,0,12,0
0.8,unconstrained,risk,10,0,544,0
0.8,unconstrained,risk,29,0,215,0
0.8,unconstrained,risk,21,0,568,0
0.8,unconstrained,risk,3,0,356,0
0.8,unconstrained,risk,7,0,242,0
0.8,unconstrained,risk,1,0,322,0
0.8,unconstrained,risk,17,0,385,0
0.8,unconstrained,risk,13,0,640,0
0.8,unconstrained,risk,8,0,319,0
0.8,unconstrained,risk,32,0,226,0
0.8,unconstrained,risk,4,0,383,0
0.8,unconstrained,risk,5,0,137,0
0.8,unconstrained,risk,15,0,551,0
0.8,unconstrained,risk,22,0,196,0
0.8,unconstrained,risk,24,0,60,0
0.8,unconstrained,risk,38,0,55,0
0.8,unconstrained,risk,16,0,292,0
0.8,unconstrained,risk,23,0,80,0
0.8,unconstrained,risk,9,0,451,0
0.8,unconstrained,risk,14,0,362,0
0.8,unconstrained,risk,30,0,519,0
0.8,unconstrained,risk,2,0,350,0
0.8,unconstrained,risk,12,0,263,0
0.8,unconstrained,risk,0,0,296,0
0.8,unconstrained,risk,37,0,14,0
0.8,unconstrained,risk,6,0,238,0
0.8,unconstrained,risk,11,0,258,0
0.8,unconstrained,risk,33,0,207,0
0.8,unconstrained,risk,35,0,85,0
0.8,unconstrained,risk,36,0,87,0
0.8,unconstrained,risk,31,0,93,0
0.8,unconstrained,risk,25,0,20,0
0.8,unconstrained,risk,27,0,60,0
0.8,unconstrained,risk,26,0,196,0
0.8,unconstrained,risk,18,0,88,0
0.8,unconstrained,risk,28,0,45,0
0.8,unconstrained,risk,34,0,61,0
0.8,unconstrained,risk,19,0,60,0
0.8,unconstrained,risk,20,0,15,0
0.8,unconstrained,risk,39,0,14,0
0.8,unconstrained,intervention,18,0,398,0
0.8,unconstrained,intervention,0,0,385,0
0.8,unconstrained,intervention,6,0,88,0
0.8,unconstrained,intervention,8,0,65,0
0.8,unconstrained,intervention,35,0,39,0
0.8,unconstrained,intervention,15,0,338,0
0.8,unconstrained,intervention,16,0,308,0
0.8,unconstrained,intervention,39,0,91,0
0.8,unconstrained,intervention,29,0,355,0
0.8,unconstrained,intervention,33,0,78,0
0.8,unconstrained,intervention,4,0,310,0
0.8,unconstrained,intervention,7,0,208,0
0.8,unconstrained,intervention,32,0,32,0
0.8,unconstrained,intervention,34,0,142,0
0.8,unconstrained,intervention,24,0,27,0
0.8,unconstrained,intervention,11,0,211,0
0.8,unconstrained,intervention,30,0,166,0
0.8,unconstrained,intervention,31,0,45,0
0.8,unconstrained,intervention,2,0,86,0
0.8,unconstrained,intervention,12,0,202,0
0.8,unconstrained,intervention,19,0,124,0
0.8,unconstrained,intervention,21,0,29,0
0.8,unconstrained,intervention,3,0,380,0
0.8,unconstrained,intervention,1,0,58,0
0.8,unconstrained,intervention,13,0,68,0
0.8,unconstrained,intervention,9,0,154,0
0.8,unconstrained,intervention,5,0,41,0
0.8,unconstrained,intervention,14,0,141,0
0.8,unconstrained,intervention,10,0,226,0
0.8,unconstrained,intervention,17,0,244,0
0.8,unconstrained,intervention,20,0,79,0
0.8,unconstrained,intervention,36,0,46,0
0.8,unconstrained,intervention,25,0,54,0
0.8,unconstrained,intervention,38,0,81,0
0.8,unconstrained,intervention,27,0,35,0
0.8,unconstrained,intervention,23,0,26,0
0.8,unconstrained,intervention,22,0,35,0
0.8,unconstrained,intervention,26,0,51,0
0.8,unconstrained,intervention,28,0,26,0
0.8,unconstrained,intervention,37,0,21,0
0.8,unconstrained,all_concepts,1,0,2859,0
0.8,unconstrained,all_concepts,7,0,982,0
0.8,unconstrained,all_concepts,14,0,844,0
0.8,unconstrained,all_concepts,11,0,249,0
0.8,unconstrained,all_concepts,37,0,338,0
0.8,unconstrained,all_concepts,2,0,1232,0
0.8,unconstrained,all_concepts,25,0,707,0
0.8,unconstrained,all_concepts,16,0,687,0
0.8,unconstrained,all_concepts,21,0,445,0
0.8,unconstrained,all_concepts,6,0,876,0
0.8,unconstrained,all_concepts,18,0,318,0
0.8,unconstrained,all_concepts,30,0,499,0
0.8,unconstrained,all_concepts,8,0,1412,0
0.8,unconstrained,all_concepts,4,0,1816,0
0.8,unconstrained,all_concepts,23,0,279,0
0.8,unconstrained,all_concepts,36,0,281,0
0.8,unconstrained,all_concepts,38,0,646,0
0.8,unconstrained,all_concepts,35,0,269,0
0.8,unconstrained,all_concepts,19,0,703,0
0.8,unconstrained,all_concepts,5,0,665,0
0.8,unconstrained,all_concepts,3,0,531,0
0.8,unconstrained,all_concepts,10,0,1233,0
0.8,unconstrained,all_concepts,33,0,261,0
0.8,unconstrained,all_concepts,12,0,1043,0
0.8,unconstrained,all_concepts,26,0,208,0
0.8,unconstrained,all_concepts,17,0,501,0
0.8,unconstrained,all_concepts,15,0,231,0
0.8,unconstrained,all_concepts,28,0,121,0
0.8,unconstrained,all_concepts,9,0,434,0
0.8,unconstrained,all_concepts,0,0,2864,0
0.8,unconstrained,all_concepts,22,0,86,0
0.8,unconstrained,all_concepts,39,0,101,0
0.8,unconstrained,all_concepts,29,0,87,0
0.8,unconstrained,all_concepts,27,0,145,0
0.8,unconstrained,all_concepts,13,0,154,0
0.8,unconstrained,all_concepts,31,0,52,0
0.8,unconstrained,all_concepts,24,0,50,0
0.8,unconstrained,all_concepts,34,0,15,0
0.8,unconstrained,all_concepts,20,0,31,0
0.8,unconstrained,all_concepts,32,0,5,0
0.8,unconstrained,problem_analysis,1,0,330,0
0.8,unconstrained,problem_analysis,27,0,115,0
0.8,unconstrained,problem_analysis,7,0,210,0
0.8,unconstrained,problem_analysis,2,0,90,0
0.8,unconstrained,problem_analysis,3,0,487,0
0.8,unconstrained,problem_analysis,30,0,592,0
0.8,unconstrained,problem_analysis,12,0,165,0
0.8,unconstrained,problem_analysis,19,0,115,0
0.8,unconstrained,problem_analysis,32,0,137,0
0.8,unconstrained,problem_analysis,20,0,328,0
0.8,unconstrained,problem_analysis,31,0,205,0
0.8,unconstrained,problem_analysis,25,0,117,0
0.8,unconstrained,problem_analysis,26,0,109,0
0.8,unconstrained,problem_analysis,22,0,30,0
0.8,unconstrained,problem_analysis,16,0,199,0
0.8,unconstrained,problem_analysis,0,0,633,0
0.8,unconstrained,problem_analysis,10,0,352,0
0.8,unconstrained,problem_analysis,9,0,116,0
0.8,unconstrained,problem_analysis,15,0,173,0
0.8,unconstrained,problem_analysis,34,0,79,0
0.8,unconstrained,problem_analysis,23,0,19,0
0.8,unconstrained,problem_analysis,13,0,242,0
0.8,unconstrained,problem_analysis,5,0,165,0
0.8,unconstrained,problem_analysis,8,0,44,0
0.8,unconstrained,problem_analysis,6,0,565,0
0.8,unconstrained,problem_analysis,37,0,103,0
0.8,unconstrained,problem_analysis,17,0,251,0
0.8,unconstrained,problem_analysis,4,0,128,0
0.8,unconstrained,problem_analysis,33,0,23,0
0.8,unconstrained,problem_analysis,14,0,325,0
0.8,unconstrained,problem_analysis,18,0,110,0
0.8,unconstrained,problem_analysis,11,0,97,0
0.8,unconstrained,problem_analysis,21,0,328,0
0.8,unconstrained,problem_analysis,39,0,47,0
0.8,unconstrained,problem_analysis,36,0,86,0
0.8,unconstrained,problem_analysis,28,0,23,0
0.8,unconstrained,problem_analysis,38,0,86,0
0.8,unconstrained,problem_analysis,29,0,40,0
0.8,unconstrained,problem_analysis,24,0,8,0
0.8,unconstrained,problem_analysis,35,0,16,0
0.8,unconstrained,theoretical_insight,26,0,275,0
0.8,unconstrained,theoretical_insight,7,0,78,0
0.8,unconstrained,theoretical_insight,6,0,101,0
0.8,unconstrained,theoretical_insight,21,0,123,0
0.8,unconstrained,theoretical_insight,15,0,24,0
0.8,unconstrained,theoretical_insight,23,0,214,0
0.8,unconstrained,theoretical_insight,19,0,206,0
0.8,unconstrained,theoretical_insight,0,0,271,0
0.8,unconstrained,theoretical_insight,11,0,235,0
0.8,unconstrained,theoretical_insight,39,0,198,0
0.8,unconstrained,theoretical_insight,33,0,7,0
0.8,unconstrained,theoretical_insight,3,0,211,0
0.8,unconstrained,theoretical_insight,37,0,180,0
0.8,unconstrained,theoretical_insight,18,0,53,0
0.8,unconstrained,theoretical_insight,1,0,172,0
0.8,unconstrained,theoretical_insight,34,0,105,0
0.8,unconstrained,theoretical_insight,10,0,362,0
0.8,unconstrained,theoretical_insight,38,0,171,0
0.8,unconstrained,theoretical_insight,29,0,83,0
0.8,unconstrained,theoretical_insight,4,0,100,0
0.8,unconstrained,theoretical_insight,5,0,28,0
0.8,unconstrained,theoretical_insight,8,0,27,0
0.8,unconstrained,theoretical_insight,9,0,225,0
0.8,unconstrained,theoretical_insight,12,0,105,0
0.8,unconstrained,theoretical_insight,27,0,81,0
0.8,unconstrained,theoretical_insight,30,0,8,0
0.8,unconstrained,theoretical_insight,16,0,122,0
0.8,unconstrained,theoretical_insight,32,0,52,0
0.8,unconstrained,theoretical_insight,2,0,88,0
0.8,unconstrained,theoretical_insight,20,0,128,0
0.8,unconstrained,theoretical_insight,28,0,120,0
0.8,unconstrained,theoretical_insight,25,0,112,0
0.8,unconstrained,theoretical_insight,22,0,26,0
0.8,unconstrained,theoretical_insight,31,0,32,0
0.8,unconstrained,theoretical_insight,13,0,15,0
0.8,unconstrained,theoretical_insight,36,0,12,0
0.8,unconstrained,theoretical_insight,17,0,22,0
0.8,unconstrained,theoretical_insight,24,0,10,0
0.8,unconstrained,theoretical_insight,14,0,49,0
0.8,unconstrained,theoretical_insight,35,0,31,0
0.8,unconstrained,design_rationale,32,0,171,0
0.8,unconstrained,design_rationale,6,0,169,0
0.8,unconstrained,design_rationale,11,0,84,0
0.8,unconstrained,design_rationale,4,0,85,0
0.8,unconstrained,design_rationale,21,0,267,0
0.8,unconstrained,design_rationale,7,0,288,0
0.8,unconstrained,design_rationale,0,0,271,0
0.8,unconstrained,design_rationale,1,0,363,0
0.8,unconstrained,design_rationale,39,0,52,0
0.8,unconstrained,design_rationale,9,0,172,0
0.8,unconstrained,design_rationale,28,0,129,0
0.8,unconstrained,design_rationale,12,0,289,0
0.8,unconstrained,design_rationale,16,0,72,0
0.8,unconstrained,design_rationale,24,0,285,0
0.8,unconstrained,design_rationale,20,0,71,0
0.8,unconstrained,design_rationale,30,0,28,0
0.8,unconstrained,design_rationale,27,0,8,0
0.8,unconstrained,design_rationale,5,0,395,0
0.8,unconstrained,design_rationale,10,0,122,0
0.8,unconstrained,design_rationale,2,0,135,0
0.8,unconstrained,design_rationale,17,0,75,0
0.8,unconstrained,design_rationale,19,0,74,0
0.8,unconstrained,design_rationale,26,0,90,0
0.8,unconstrained,design_rationale,23,0,135,0
0.8,unconstrained,design_rationale,31,0,118,0
0.8,unconstrained,design_rationale,18,0,39,0
0.8,unconstrained,design_rationale,13,0,41,0
0.8,unconstrained,design_rationale,22,0,27,0
0.8,unconstrained,design_rationale,3,0,22,0
0.8,unconstrained,design_rationale,25,0,82,0
0.8,unconstrained,design_rationale,14,0,96,0
0.8,unconstrained,design_rationale,37,0,31,0
0.8,unconstrained,design_rationale,38,0,14,0
0.8,unconstrained,design_rationale,8,0,60,0
0.8,unconstrained,design_rationale,15,0,23,0
0.8,unconstrained,design_rationale,33,0,14,0
0.8,unconstrained,design_rationale,35,0,21,0
0.8,unconstrained,design_rationale,36,0,48,0
0.8,unconstrained,design_rationale,34,0,4,0
0.8,unconstrained,design_rationale,29,0,1,0
0.8,unconstrained,implementation_mechanism,5,0,258,0
0.8,unconstrained,implementation_mechanism,3,0,315,0
0.8,unconstrained,implementation_mechanism,37,0,64,0
0.8,unconstrained,implementation_mechanism,7,0,111,0
0.8,unconstrained,implementation_mechanism,11,0,229,0
0.8,unconstrained,implementation_mechanism,0,0,287,0
0.8,unconstrained,implementation_mechanism,17,0,218,0
0.8,unconstrained,implementation_mechanism,20,0,239,0
0.8,unconstrained,implementation_mechanism,22,0,11,0
0.8,unconstrained,implementation_mechanism,13,0,37,0
0.8,unconstrained,implementation_mechanism,14,0,76,0
0.8,unconstrained,implementation_mechanism,24,0,136,0
0.8,unconstrained,implementation_mechanism,35,0,53,0
0.8,unconstrained,implementation_mechanism,8,0,225,0
0.8,unconstrained,implementation_mechanism,25,0,75,0
0.8,unconstrained,implementation_mechanism,23,0,229,0
0.8,unconstrained,implementation_mechanism,39,0,15,0
0.8,unconstrained,implementation_mechanism,36,0,66,0
0.8,unconstrained,implementation_mechanism,34,0,57,0
0.8,unconstrained,implementation_mechanism,1,0,198,0
0.8,unconstrained,implementation_mechanism,9,0,282,0
0.8,unconstrained,implementation_mechanism,2,0,79,0
0.8,unconstrained,implementation_mechanism,33,0,151,0
0.8,unconstrained,implementation_mechanism,29,0,45,0
0.8,unconstrained,implementation_mechanism,10,0,129,0
0.8,unconstrained,implementation_mechanism,6,0,308,0
0.8,unconstrained,implementation_mechanism,27,0,24,0
0.8,unconstrained,implementation_mechanism,18,0,64,0
0.8,unconstrained,implementation_mechanism,16,0,139,0
0.8,unconstrained,implementation_mechanism,28,0,21,0
0.8,unconstrained,implementation_mechanism,21,0,41,0
0.8,unconstrained,implementation_mechanism,26,0,54,0
0.8,unconstrained,implementation_mechanism,15,0,77,0
0.8,unconstrained,implementation_mechanism,38,0,24,0
0.8,unconstrained,implementation_mechanism,31,0,10,0
0.8,unconstrained,implementation_mechanism,19,0,37,0
0.8,unconstrained,implementation_mechanism,32,0,24,0
0.8,unconstrained,implementation_mechanism,30,0,13,0
0.8,unconstrained,implementation_mechanism,12,0,70,0
0.8,unconstrained,implementation_mechanism,4,0,29,0
0.8,unconstrained,validation_evidence,13,0,315,0
0.8,unconstrained,validation_evidence,16,0,83,0
0.8,unconstrained,validation_evidence,6,0,120,0
0.8,unconstrained,validation_evidence,27,0,129,0
0.8,unconstrained,validation_evidence,25,0,72,0
0.8,unconstrained,validation_evidence,11,0,93,0
0.8,unconstrained,validation_evidence,29,0,31,0
0.8,unconstrained,validation_evidence,10,0,167,0
0.8,unconstrained,validation_evidence,1,0,211,0
0.8,unconstrained,validation_evidence,2,0,159,0
0.8,unconstrained,validation_evidence,33,0,149,0
0.8,unconstrained,validation_evidence,24,0,134,0
0.8,unconstrained,validation_evidence,35,0,63,0
0.8,unconstrained,validation_evidence,9,0,346,0
0.8,unconstrained,validation_evidence,0,0,114,0
0.8,unconstrained,validation_evidence,21,0,33,0
0.8,unconstrained,validation_evidence,22,0,116,0
0.8,unconstrained,validation_evidence,19,0,51,0
0.8,unconstrained,validation_evidence,3,0,33,0
0.8,unconstrained,validation_evidence,30,0,51,0
0.8,unconstrained,validation_evidence,32,0,60,0
0.8,unconstrained,validation_evidence,8,0,52,0
0.8,unconstrained,validation_evidence,23,0,112,0
0.8,unconstrained,validation_evidence,34,0,189,0
0.8,unconstrained,validation_evidence,26,0,56,0
0.8,unconstrained,validation_evidence,12,0,67,0
0.8,unconstrained,validation_evidence,7,0,99,0
0.8,unconstrained,validation_evidence,15,0,61,0
0.8,unconstrained,validation_evidence,5,0,117,0
0.8,unconstrained,validation_evidence,14,0,38,0
0.8,unconstrained,validation_evidence,37,0,23,0
0.8,unconstrained,validation_evidence,4,0,17,0
0.8,unconstrained,validation_evidence,18,0,35,0
0.8,unconstrained,validation_evidence,38,0,13,0
0.8,unconstrained,validation_evidence,31,0,18,0
0.8,unconstrained,validation_evidence,39,0,28,0
0.8,unconstrained,validation_evidence,20,0,40,0
0.8,unconstrained,validation_evidence,17,0,16,0
0.8,unconstrained,validation_evidence,28,0,7,0
0.8,unconstrained,validation_evidence,36,0,1,0
0.8,single_risk,risk,16,0,61,0
0.8,single_risk,risk,8,0,69,0
0.8,single_risk,risk,34,0,188,0
0.8,single_risk,risk,13,0,106,0
0.8,single_risk,risk,9,0,172,0
0.8,single_risk,risk,23,0,176,0
0.8,single_risk,risk,4,0,310,0
0.8,single_risk,risk,37,0,113,0
0.8,single_risk,risk,30,0,242,0
0.8,single_risk,risk,36,0,125,0
0.8,single_risk,risk,11,0,122,0
0.8,single_risk,risk,26,0,73,0
0.8,single_risk,risk,10,0,243,0
0.8,single_risk,risk,12,0,252,0
0.8,single_risk,risk,39,0,117,0
0.8,single_risk,risk,32,0,35,0
0.8,single_risk,risk,29,0,60,0
0.8,single_risk,risk,6,0,131,0
0.8,single_risk,risk,21,0,125,0
0.8,single_risk,risk,17,0,54,0
0.8,single_risk,risk,38,0,47,0
0.8,single_risk,risk,24,0,77,0
0.8,single_risk,risk,1,0,192,0
0.8,single_risk,risk,7,0,45,0
0.8,single_risk,risk,14,0,123,0
0.8,single_risk,risk,20,0,81,0
0.8,single_risk,risk,18,0,96,0
0.8,single_risk,risk,35,0,147,0
0.8,single_risk,risk,0,0,206,0
0.8,single_risk,risk,5,0,25,0
0.8,single_risk,risk,33,0,28,0
0.8,single_risk,risk,19,0,72,0
0.8,single_risk,risk,27,0,30,0
0.8,single_risk,risk,31,0,10,0
0.8,single_risk,risk,3,0,49,0
0.8,single_risk,risk,2,0,182,0
0.8,single_risk,risk,15,0,20,0
0.8,single_risk,risk,28,0,22,0
0.8,single_risk,risk,22,0,22,0
0.8,single_risk,risk,25,0,6,0
0.8,single_risk,intervention,0,0,527,0
0.8,single_risk,intervention,7,0,139,0
0.8,single_risk,intervention,14,0,57,0
0.8,single_risk,intervention,10,0,328,0
0.8,single_risk,intervention,25,0,228,0
0.8,single_risk,intervention,21,0,90,0
0.8,single_risk,intervention,8,0,179,0
0.8,single_risk,intervention,4,0,388,0
0.8,single_risk,intervention,38,0,379,0
0.8,single_risk,intervention,24,0,30,0
0.8,single_risk,intervention,39,0,337,0
0.8,single_risk,intervention,2,0,195,0
0.8,single_risk,intervention,26,0,144,0
0.8,single_risk,intervention,23,0,25,0
0.8,single_risk,intervention,12,0,252,0
0.8,single_risk,intervention,27,0,41,0
0.8,single_risk,intervention,3,0,98,0
0.8,single_risk,intervention,36,0,123,0
0.8,single_risk,intervention,22,0,30,0
0.8,single_risk,intervention,18,0,165,0
0.8,single_risk,intervention,15,0,319,0
0.8,single_risk,intervention,17,0,39,0
0.8,single_risk,intervention,5,0,118,0
0.8,single_risk,intervention,11,0,41,0
0.8,single_risk,intervention,6,0,96,0
0.8,single_risk,intervention,9,0,210,0
0.8,single_risk,intervention,30,0,235,0
0.8,single_risk,intervention,13,0,116,0
0.8,single_risk,intervention,20,0,83,0
0.8,single_risk,intervention,37,0,47,0
0.8,single_risk,intervention,31,0,48,0
0.8,single_risk,intervention,1,0,54,0
0.8,single_risk,intervention,29,0,35,0
0.8,single_risk,intervention,16,0,33,0
0.8,single_risk,intervention,33,0,28,0
0.8,single_risk,intervention,32,0,54,0
0.8,single_risk,intervention,35,0,23,0
0.8,single_risk,intervention,28,0,26,0
0.8,single_risk,intervention,34,0,30,0
0.8,single_risk,intervention,19,0,25,0
0.8,single_risk,all_concepts,16,0,1385,0
0.8,single_risk,all_concepts,18,0,1313,0
0.8,single_risk,all_concepts,34,0,886,0
0.8,single_risk,all_concepts,1,0,2613,0
0.8,single_risk,all_concepts,5,0,553,0
0.8,single_risk,all_concepts,30,0,137,0
0.8,single_risk,all_concepts,13,0,251,0
0.8,single_risk,all_concepts,35,0,429,0
0.8,single_risk,all_concepts,6,0,937,0
0.8,single_risk,all_concepts,21,0,575,0
0.8,single_risk,all_concepts,23,0,369,0
0.8,single_risk,all_concepts,4,0,357,0
0.8,single_risk,all_concepts,15,0,415,0
0.8,single_risk,all_concepts,12,0,1307,0
0.8,single_risk,all_concepts,7,0,1304,0
0.8,single_risk,all_concepts,19,0,107,0
0.8,single_risk,all_concepts,3,0,421,0
0.8,single_risk,all_concepts,33,0,246,0
0.8,single_risk,all_concepts,22,0,713,0
0.8,single_risk,all_concepts,8,0,1005,0
0.8,single_risk,all_concepts,25,0,186,0
0.8,single_risk,all_concepts,11,0,493,0
0.8,single_risk,all_concepts,2,0,1332,0
0.8,single_risk,all_concepts,9,0,568,0
0.8,single_risk,all_concepts,10,0,524,0
0.8,single_risk,all_concepts,14,0,425,0
0.8,single_risk,all_concepts,27,0,227,0
0.8,single_risk,all_concepts,28,0,134,0
0.8,single_risk,all_concepts,0,0,197,0
0.8,single_risk,all_concepts,17,0,1660,0
0.8,single_risk,all_concepts,26,0,81,0
0.8,single_risk,all_concepts,20,0,92,0
0.8,single_risk,all_concepts,36,0,159,0
0.8,single_risk,all_concepts,24,0,213,0
0.8,single_risk,all_concepts,29,0,88,0
0.8,single_risk,all_concepts,32,0,21,0
0.8,single_risk,all_concepts,31,0,43,0
0.8,single_risk,all_concepts,39,0,48,0
0.8,single_risk,all_concepts,38,0,11,0
0.8,single_risk,all_concepts,37,0,31,0
0.8,single_risk,problem_analysis,38,0,344,0
0.8,single_risk,problem_analysis,16,0,230,0
0.8,single_risk,problem_analysis,4,0,146,0
0.8,single_risk,problem_analysis,13,0,84,0
0.8,single_risk,problem_analysis,3,0,166,0
0.8,single_risk,problem_analysis,17,0,52,0
0.8,single_risk,problem_analysis,1,0,391,0
0.8,single_risk,problem_analysis,20,0,165,0
0.8,single_risk,problem_analysis,29,0,87,0
0.8,single_risk,problem_analysis,11,0,117,0
0.8,single_risk,problem_analysis,8,0,83,0
0.8,single_risk,problem_analysis,7,0,188,0
0.8,single_risk,problem_analysis,22,0,37,0
0.8,single_risk,problem_analysis,15,0,209,0
0.8,single_risk,problem_analysis,32,0,96,0
0.8,single_risk,problem_analysis,0,0,511,0
0.8,single_risk,problem_analysis,18,0,136,0
0.8,single_risk,problem_analysis,39,0,265,0
0.8,single_risk,problem_analysis,35,0,54,0
0.8,single_risk,problem_analysis,9,0,117,0
0.8,single_risk,problem_analysis,5,0,178,0
0.8,single_risk,problem_analysis,2,0,208,0
0.8,single_risk,problem_analysis,10,0,299,0
0.8,single_risk,problem_analysis,14,0,153,0
0.8,single_risk,problem_analysis,12,0,104,0
0.8,single_risk,problem_analysis,31,0,41,0
0.8,single_risk,problem_analysis,37,0,206,0
0.8,single_risk,problem_analysis,6,0,232,0
0.8,single_risk,problem_analysis,21,0,53,0
0.8,single_risk,problem_analysis,19,0,257,0
0.8,single_risk,problem_analysis,33,0,39,0
0.8,single_risk,problem_analysis,28,0,36,0
0.8,single_risk,problem_analysis,27,0,13,0
0.8,single_risk,problem_analysis,24,0,87,0
0.8,single_risk,problem_analysis,26,0,61,0
0.8,single_risk,problem_analysis,23,0,101,0
0.8,single_risk,problem_analysis,25,0,75,0
0.8,single_risk,problem_analysis,30,0,2,0
0.8,single_risk,problem_analysis,36,0,13,0
0.8,single_risk,problem_analysis,34,0,3,0
0.8,single_risk,theoretical_insight,5,0,130,0
0.8,single_risk,theoretical_insight,11,0,106,0
0.8,single_risk,theoretical_insight,26,0,53,0
0.8,single_risk,theoretical_insight,21,0,164,0
0.8,single_risk,theoretical_insight,6,0,176,0
0.8,single_risk,theoretical_insight,1,0,50,0
0.8,single_risk,theoretical_insight,15,0,166,0
0.8,single_risk,theoretical_insight,4,0,209,0
0.8,single_risk,theoretical_insight,30,0,215,0
0.8,single_risk,theoretical_insight,37,0,43,0
0.8,single_risk,theoretical_insight,12,0,227,0
0.8,single_risk,theoretical_insight,9,0,139,0
0.8,single_risk,theoretical_insight,18,0,147,0
0.8,single_risk,theoretical_insight,22,0,191,0
0.8,single_risk,theoretical_insight,3,0,251,0
0.8,single_risk,theoretical_insight,10,0,41,0
0.8,single_risk,theoretical_insight,25,0,20,0
0.8,single_risk,theoretical_insight,34,0,235,0
0.8,single_risk,theoretical_insight,19,0,152,0
0.8,single_risk,theoretical_insight,14,0,104,0
0.8,single_risk,theoretical_insight,38,0,51,0
0.8,single_risk,theoretical_insight,39,0,26,0
0.8,single_risk,theoretical_insight,20,0,180,0
0.8,single_risk,theoretical_insight,0,0,117,0
0.8,single_risk,theoretical_insight,36,0,118,0
0.8,single_risk,theoretical_insight,29,0,76,0
0.8,single_risk,theoretical_insight,23,0,8,0
0.8,single_risk,theoretical_insight,17,0,111,0
0.8,single_risk,theoretical_insight,28,0,50,0
0.8,single_risk,theoretical_insight,8,0,151,0
0.8,single_risk,theoretical_insight,31,0,31,0
0.8,single_risk,theoretical_insight,13,0,76,0
0.8,single_risk,theoretical_insight,16,0,122,0
0.8,single_risk,theoretical_insight,27,0,8,0
0.8,single_risk,theoretical_insight,33,0,21,0
0.8,single_risk,theoretical_insight,32,0,46,0
0.8,single_risk,theoretical_insight,24,0,43,0
0.8,single_risk,theoretical_insight,7,0,23,0
0.8,single_risk,theoretical_insight,35,0,8,0
0.8,single_risk,theoretical_insight,2,0,12,0
0.8,single_risk,design_rationale,9,0,276,0
0.8,single_risk,design_rationale,36,0,116,0
0.8,single_risk,design_rationale,23,0,46,0
0.8,single_risk,design_rationale,12,0,146,0
0.8,single_risk,design_rationale,34,0,13,0
0.8,single_risk,design_rationale,8,0,266,0
0.8,single_risk,design_rationale,35,0,175,0
0.8,single_risk,design_rationale,7,0,201,0
0.8,single_risk,design_rationale,1,0,347,0
0.8,single_risk,design_rationale,21,0,47,0
0.8,single_risk,design_rationale,25,0,113,0
0.8,single_risk,design_rationale,3,0,353,0
0.8,single_risk,design_rationale,10,0,252,0
0.8,single_risk,design_rationale,30,0,65,0
0.8,single_risk,design_rationale,2,0,393,0
0.8,single_risk,design_rationale,37,0,11,0
0.8,single_risk,design_rationale,6,0,78,0
0.8,single_risk,design_rationale,24,0,70,0
0.8,single_risk,design_rationale,33,0,178,0
0.8,single_risk,design_rationale,15,0,89,0
0.8,single_risk,design_rationale,4,0,115,0
0.8,single_risk,design_rationale,0,0,157,0
0.8,single_risk,design_rationale,26,0,122,0
0.8,single_risk,design_rationale,22,0,105,0
0.8,single_risk,design_rationale,39,0,77,0
0.8,single_risk,design_rationale,31,0,10,0
0.8,single_risk,design_rationale,27,0,103,0
0.8,single_risk,design_rationale,5,0,50,0
0.8,single_risk,design_rationale,16,0,54,0
0.8,single_risk,design_rationale,19,0,32,0
0.8,single_risk,design_rationale,18,0,15,0
0.8,single_risk,design_rationale,14,0,11,0
