edge_config,mode,node_type,cluster_id,year_min,year_max,year_range,year_mean,year_median,n_nodes_with_year,cluster_size
0.95,single_risk,design_rationale,25,2011,2023,12,2019.155172413793,2019.0,58,58
0.95,single_risk,design_rationale,24,2011,2023,12,2019.6027397260275,2021.0,146,146
0.95,single_risk,design_rationale,1,2012,2023,11,2019.8367346938776,2020.0,98,98
0.95,single_risk,design_rationale,13,2012,2023,11,2018.677966101695,2019.0,59,59
0.95,single_risk,design_rationale,2,2016,2023,7,2020.2727272727273,2020.5,44,44
0.95,single_risk,design_rationale,18,2010,2023,13,2020.8,2022.0,45,45
0.95,single_risk,design_rationale,17,2016,2023,7,2020.4,2021.0,55,55
0.95,single_risk,design_rationale,20,2003,2023,20,2019.9333333333334,2021.0,105,105
0.95,single_risk,design_rationale,16,2009,2022,13,2018.0,2018.0,21,21
0.95,single_risk,design_rationale,5,2012,2023,11,2021.1160220994475,2022.0,181,184
0.95,single_risk,design_rationale,15,2008,2023,15,2020.3939393939395,2021.0,66,66
0.95,single_risk,design_rationale,28,2013,2023,10,2021.26,2022.0,50,50
0.95,single_risk,design_rationale,22,2006,2023,17,2019.6933333333334,2020.0,75,75
0.95,single_risk,design_rationale,8,2018,2023,5,2021.032258064516,2021.0,31,31
0.95,single_risk,design_rationale,14,2009,2023,14,2019.6666666666667,2020.0,141,141
0.95,single_risk,design_rationale,34,2015,2023,8,2021.6,2022.0,35,35
0.95,single_risk,design_rationale,9,2015,2023,8,2020.2105263157894,2020.5,38,38
0.95,single_risk,design_rationale,19,2013,2022,9,2018.8125,2018.5,48,48
0.95,single_risk,design_rationale,38,2010,2023,13,2019.2,2019.0,25,25
0.95,single_risk,design_rationale,37,2005,2023,18,2019.5294117647059,2021.0,51,51
0.95,single_risk,design_rationale,11,2016,2023,7,2020.5116279069769,2021.0,86,86
0.95,single_risk,design_rationale,0,2018,2023,5,2021.6363636363637,2022.0,55,55
0.95,single_risk,design_rationale,26,2012,2023,11,2021.2631578947369,2022.0,19,19
0.95,single_risk,design_rationale,12,2006,2023,17,2018.9795918367347,2020.0,49,49
0.95,single_risk,design_rationale,10,2016,2023,7,2020.6896551724137,2021.0,29,29
0.95,single_risk,design_rationale,35,2021,2023,2,2022.5,2023.0,4,4
0.95,single_risk,design_rationale,30,2012,2023,11,2019.9411764705883,2020.0,34,34
0.95,single_risk,design_rationale,23,2018,2022,4,2019.909090909091,2020.0,11,11
0.95,single_risk,design_rationale,32,2017,2023,6,2019.6666666666667,2019.5,12,12
0.95,single_risk,design_rationale,31,2015,2022,7,2019.25,2020.0,4,4
0.95,single_risk,design_rationale,29,2017,2023,6,2021.4117647058824,2022.0,34,34
0.95,single_risk,design_rationale,36,2016,2019,3,2017.6666666666667,2018.0,3,3
0.95,single_risk,implementation_mechanism,15,2014,2023,9,2019.8988764044943,2020.0,89,89
0.95,single_risk,implementation_mechanism,30,2003,2023,20,2017.7021276595744,2018.0,47,47
0.95,single_risk,implementation_mechanism,25,2003,2023,20,2017.3538461538462,2017.0,65,65
0.95,single_risk,implementation_mechanism,4,2009,2023,14,2021.430463576159,2022.0,151,151
0.95,single_risk,implementation_mechanism,14,2006,2023,17,2019.4887218045112,2019.0,133,133
0.95,single_risk,implementation_mechanism,7,2012,2023,11,2019.6538461538462,2020.0,78,78
0.95,single_risk,implementation_mechanism,5,2010,2023,13,2019.6432748538011,2021.0,171,171
0.95,single_risk,implementation_mechanism,13,2006,2023,17,2021.2708333333333,2022.0,48,48
0.95,single_risk,implementation_mechanism,21,2012,2023,11,2019.4298245614036,2020.0,114,114
0.95,single_risk,implementation_mechanism,29,2013,2023,10,2020.6571428571428,2021.0,35,35
0.95,single_risk,implementation_mechanism,16,2011,2023,12,2019.0857142857142,2019.0,35,35
0.95,single_risk,implementation_mechanism,0,2010,2023,13,2019.4388489208634,2020.0,139,141
0.95,single_risk,implementation_mechanism,23,2012,2023,11,2021.0,2022.0,44,44
0.95,single_risk,implementation_mechanism,12,2013,2023,10,2021.072,2022.0,125,127
0.95,single_risk,implementation_mechanism,37,2013,2023,10,2019.547619047619,2020.0,42,42
0.95,single_risk,implementation_mechanism,38,2015,2023,8,2020.2666666666667,2021.0,15,15
0.95,single_risk,implementation_mechanism,1,2012,2023,11,2020.2833333333333,2021.0,60,60
0.95,single_risk,implementation_mechanism,8,2013,2023,10,2021.2784810126582,2022.0,79,79
0.95,single_risk,implementation_mechanism,10,2014,2023,9,2019.642857142857,2019.0,56,56
0.95,single_risk,implementation_mechanism,31,2008,2023,15,2020.0615384615385,2022.0,65,65
0.95,single_risk,implementation_mechanism,19,2005,2022,17,2019.1546391752577,2020.0,97,97
0.95,single_risk,implementation_mechanism,17,2016,2023,7,2019.861111111111,2020.0,36,36
0.95,single_risk,implementation_mechanism,2,2014,2023,9,2020.74,2021.0,100,100
0.95,single_risk,implementation_mechanism,6,2012,2023,11,2019.0,2019.0,45,45
0.95,single_risk,implementation_mechanism,22,2006,2023,17,2021.6666666666667,2022.0,75,75
0.95,single_risk,implementation_mechanism,27,2017,2023,6,2020.2631578947369,2020.0,38,38
0.95,single_risk,implementation_mechanism,28,2018,2023,5,2022.142857142857,2023.0,35,39
0.95,single_risk,implementation_mechanism,34,2011,2023,12,2020.4333333333334,2021.0,30,31
0.95,single_risk,implementation_mechanism,36,2013,2023,10,2019.452380952381,2021.0,42,42
0.95,single_risk,implementation_mechanism,32,2019,2023,4,2021.2272727272727,2021.0,22,22
0.95,single_risk,implementation_mechanism,33,2012,2022,10,2019.36,2020.0,25,25
0.95,single_risk,implementation_mechanism,20,2015,2023,8,2020.7857142857142,2021.5,14,14
0.95,single_risk,implementation_mechanism,11,2006,2023,17,2019.375,2020.0,32,32
0.95,single_risk,implementation_mechanism,9,2008,2023,15,2019.7692307692307,2021.0,39,39
0.95,single_risk,implementation_mechanism,24,2013,2022,9,2019.608695652174,2020.0,23,23
0.95,single_risk,implementation_mechanism,3,2002,2023,21,2018.327868852459,2019.0,61,61
0.95,single_risk,implementation_mechanism,26,2015,2022,7,2019.625,2020.0,16,16
0.95,single_risk,implementation_mechanism,35,2013,2023,10,2019.258064516129,2019.0,31,31
0.95,single_risk,implementation_mechanism,39,2022,2023,1,2022.3333333333333,2022.0,3,3
0.95,single_risk,implementation_mechanism,18,2013,2023,10,2020.5217391304348,2021.0,23,23
0.95,single_risk,validation_evidence,18,2006,2022,16,2018.7260273972602,2019.0,73,73
0.95,single_risk,validation_evidence,26,2010,2023,13,2016.8095238095239,2018.0,21,21
0.95,single_risk,validation_evidence,22,2012,2023,11,2020.65,2022.0,20,20
0.95,single_risk,validation_evidence,33,2018,2023,5,2021.8636363636363,2022.0,22,25
0.95,single_risk,validation_evidence,8,2003,2023,20,2019.841726618705,2020.0,139,139
0.95,single_risk,validation_evidence,39,2020,2023,3,2021.9714285714285,2022.0,35,35
0.95,single_risk,validation_evidence,10,2015,2023,8,2020.247191011236,2020.0,89,90
0.95,single_risk,validation_evidence,9,2018,2023,5,2020.939393939394,2021.0,33,33
0.95,single_risk,validation_evidence,13,2012,2023,11,2020.0,2021.0,57,57
0.95,single_risk,validation_evidence,38,2009,2023,14,2019.7207207207207,2022.0,111,111
0.95,single_risk,validation_evidence,21,2019,2023,4,2022.0,2022.0,10,10
0.95,single_risk,validation_evidence,2,2012,2023,11,2019.1628959276018,2019.0,221,221
0.95,single_risk,validation_evidence,11,2012,2023,11,2019.7567567567567,2020.5,74,74
0.95,single_risk,validation_evidence,12,2015,2023,8,2020.2142857142858,2021.0,98,98
0.95,single_risk,validation_evidence,14,2006,2023,17,2020.388349514563,2021.0,103,103
0.95,single_risk,validation_evidence,25,2015,2023,8,2020.0333333333333,2019.5,30,30
0.95,single_risk,validation_evidence,24,2013,2023,10,2020.5555555555557,2022.0,27,27
0.95,single_risk,validation_evidence,15,2014,2023,9,2019.6103896103896,2020.0,77,77
0.95,single_risk,validation_evidence,7,2014,2023,9,2021.64,2022.0,100,103
0.95,single_risk,validation_evidence,23,2010,2023,13,2017.8846153846155,2019.0,52,52
0.95,single_risk,validation_evidence,16,2006,2023,17,2019.0357142857142,2020.0,84,84
0.95,single_risk,validation_evidence,3,2013,2023,10,2020.144578313253,2020.0,83,83
0.95,single_risk,validation_evidence,4,2010,2023,13,2021.6941176470589,2022.0,85,85
0.95,single_risk,validation_evidence,5,2008,2023,15,2019.5853658536585,2020.0,123,123
0.95,single_risk,validation_evidence,6,2013,2023,10,2021.936507936508,2022.0,63,63
0.95,single_risk,validation_evidence,0,2003,2023,20,2020.5072463768115,2022.0,69,69
0.95,single_risk,validation_evidence,28,2009,2023,14,2020.5636363636363,2022.0,55,55
0.95,single_risk,validation_evidence,35,2010,2022,12,2016.2,2016.0,15,15
0.95,single_risk,validation_evidence,29,2012,2023,11,2018.1785714285713,2019.0,28,28
0.95,single_risk,validation_evidence,1,2013,2023,10,2019.867469879518,2020.0,83,84
0.95,single_risk,validation_evidence,30,2005,2023,18,2019.5384615384614,2021.0,39,39
0.95,single_risk,validation_evidence,19,2013,2023,10,2019.7045454545455,2021.0,44,44
0.95,single_risk,validation_evidence,31,2016,2023,7,2020.25,2020.0,24,24
0.95,single_risk,validation_evidence,20,2002,2022,20,2017.8382352941176,2018.5,68,69
0.95,single_risk,validation_evidence,34,2019,2023,4,2022.378787878788,2023.0,66,66
0.95,single_risk,validation_evidence,17,2003,2022,19,2013.2,2014.0,5,5
0.95,single_risk,validation_evidence,37,2018,2023,5,2022.142857142857,2023.0,7,7
0.95,single_risk,validation_evidence,32,2017,2022,5,2020.0,2020.5,4,4
0.95,single_risk,validation_evidence,27,2018,2023,5,2020.7142857142858,2021.0,7,7
0.95,single_risk,validation_evidence,36,2021,2021,0,2021.0,2021.0,1,1
0.95,monotonic,risk,11,2006,2023,17,2018.4556962025317,2020.0,79,79
0.95,monotonic,risk,3,2003,2023,20,2017.5194805194806,2019.0,77,77
0.95,monotonic,risk,15,2009,2023,14,2019.6014492753623,2020.0,138,138
0.95,monotonic,risk,5,2011,2023,12,2020.0075757575758,2021.0,132,132
0.95,monotonic,risk,27,2014,2023,9,2020.5357142857142,2021.0,112,112
0.95,monotonic,risk,1,2003,2023,20,2019.1083333333333,2020.0,120,120
0.95,monotonic,risk,24,2012,2023,11,2019.6285714285714,2021.0,35,35
0.95,monotonic,risk,6,2010,2023,13,2021.59670781893,2022.0,243,245
0.95,monotonic,risk,39,2012,2023,11,2020.2,2021.0,85,85
0.95,monotonic,risk,10,2012,2023,11,2020.0083333333334,2020.0,120,120
0.95,monotonic,risk,9,2013,2023,10,2019.718309859155,2021.0,71,72
0.95,monotonic,risk,14,2016,2023,7,2020.7763157894738,2021.0,76,76
0.95,monotonic,risk,19,2012,2023,11,2020.090909090909,2020.0,121,121
0.95,monotonic,risk,31,2012,2023,11,2019.5238095238096,2020.0,84,84
0.95,monotonic,risk,8,2013,2023,10,2021.0493827160494,2022.0,162,162
0.95,monotonic,risk,0,2006,2023,17,2020.11,2020.5,100,100
0.95,monotonic,risk,12,1994,2022,28,2018.2111111111112,2019.0,90,90
0.95,monotonic,risk,13,2015,2023,8,2020.6666666666667,2022.0,12,12
0.95,monotonic,risk,16,2014,2023,9,2020.75,2022.0,56,57
0.95,monotonic,risk,34,2011,2022,11,2019.4607843137255,2019.0,102,102
0.95,monotonic,risk,21,2013,2023,10,2021.9473684210527,2023.0,19,19
0.95,monotonic,risk,20,2002,2023,21,2018.75,2019.0,32,32
0.95,monotonic,risk,30,2014,2023,9,2019.5578947368422,2019.0,95,95
0.95,monotonic,risk,33,2009,2022,13,2019.59375,2021.0,32,32
0.95,monotonic,risk,17,2017,2023,6,2021.5357142857142,2022.0,56,56
0.95,monotonic,risk,23,2006,2023,17,2020.9038461538462,2022.0,52,52
0.95,monotonic,risk,7,2012,2023,11,2021.060606060606,2022.0,165,165
0.95,monotonic,risk,37,2011,2023,12,2019.1764705882354,2021.0,119,119
0.95,monotonic,risk,25,2010,2023,13,2020.3666666666666,2022.0,60,60
0.95,monotonic,risk,38,2015,2023,8,2021.560975609756,2022.0,41,44
0.95,monotonic,risk,18,2011,2023,12,2020.2203389830509,2021.0,59,61
0.95,monotonic,risk,4,2013,2023,10,2021.0416666666667,2022.0,24,24
0.95,monotonic,risk,32,2013,2023,10,2021.051282051282,2022.0,39,40
0.95,monotonic,risk,22,2008,2023,15,2021.5,2022.0,30,30
0.95,monotonic,risk,2,2012,2023,11,2022.1016949152543,2022.0,177,177
0.95,monotonic,risk,28,2016,2023,7,2019.9565217391305,2020.0,23,23
0.95,monotonic,risk,35,2018,2023,5,2021.3076923076924,2022.0,26,26
0.95,monotonic,risk,26,2023,2023,0,2023.0,2023.0,2,2
0.95,monotonic,risk,29,2017,2023,6,2020.111111111111,2021.0,9,9
0.95,monotonic,risk,36,2021,2021,0,2021.0,2021.0,1,1
0.95,monotonic,intervention,14,2012,2022,10,2019.5188679245282,2020.0,106,106
0.95,monotonic,intervention,4,2002,2023,21,2017.463768115942,2018.0,69,69
0.95,monotonic,intervention,25,2016,2023,7,2022.1176470588234,2023.0,119,119
0.95,monotonic,intervention,2,2014,2023,9,2019.8073394495414,2019.0,109,109
0.95,monotonic,intervention,30,2012,2023,11,2019.551724137931,2020.0,87,87
0.95,monotonic,intervention,12,2011,2023,12,2019.7486631016043,2021.0,187,187
0.95,monotonic,intervention,24,2015,2023,8,2020.8,2022.0,40,40
0.95,monotonic,intervention,5,2012,2023,11,2020.3368421052633,2021.0,95,95
0.95,monotonic,intervention,17,2006,2023,17,2019.6296296296296,2020.0,189,189
0.95,monotonic,intervention,26,2012,2023,11,2019.2533333333333,2020.0,75,75
0.95,monotonic,intervention,31,2010,2023,13,2020.5,2021.0,78,78
0.95,monotonic,intervention,36,2011,2023,12,2020.3958333333333,2021.0,96,96
0.95,monotonic,intervention,3,2012,2023,11,2018.4074074074074,2019.0,27,27
0.95,monotonic,intervention,0,2003,2023,20,2019.46875,2020.0,128,128
0.95,monotonic,intervention,8,2003,2022,19,2018.9375,2020.0,32,32
0.95,monotonic,intervention,21,2009,2023,14,2021.2166666666667,2022.0,120,122
0.95,monotonic,intervention,6,2006,2023,17,2019.86301369863,2021.0,73,73
0.95,monotonic,intervention,16,2012,2023,11,2019.6140350877192,2019.0,57,57
0.95,monotonic,intervention,7,2010,2023,13,2020.685950413223,2022.0,121,122
0.95,monotonic,intervention,28,2014,2022,8,2019.0422535211267,2019.0,71,71
0.95,monotonic,intervention,13,2018,2023,5,2022.0416666666667,2022.5,48,48
0.95,monotonic,intervention,9,2008,2023,15,2020.6538461538462,2021.0,182,184
0.95,monotonic,intervention,10,2012,2023,11,2019.5925925925926,2020.0,27,27
0.95,monotonic,intervention,15,2010,2023,13,2020.148148148148,2020.0,27,27
0.95,monotonic,intervention,39,2012,2023,11,2020.7846153846153,2022.0,65,65
0.95,monotonic,intervention,11,2010,2023,13,2016.6666666666667,2016.5,48,50
0.95,monotonic,intervention,35,2012,2023,11,2020.103448275862,2020.0,29,29
0.95,monotonic,intervention,37,2018,2023,5,2022.2333333333333,2023.0,30,34
0.95,monotonic,intervention,33,2005,2023,18,2019.4262295081967,2021.0,61,61
0.95,monotonic,intervention,19,1994,2022,28,2017.9264705882354,2019.0,68,68
0.95,monotonic,intervention,22,2009,2023,14,2020.0714285714287,2020.0,28,28
0.95,monotonic,intervention,29,2020,2022,2,2021.125,2021.0,8,8
0.95,monotonic,intervention,1,2012,2023,11,2019.4146341463415,2020.0,41,41
0.95,monotonic,intervention,20,2016,2023,7,2021.0357142857142,2022.0,28,28
0.95,monotonic,intervention,18,2016,2023,7,2020.375,2020.0,32,32
0.95,monotonic,intervention,34,2013,2023,10,2019.5384615384614,2020.0,26,26
0.95,monotonic,intervention,32,2015,2022,7,2020.625,2022.0,16,16
0.95,monotonic,intervention,38,2013,2022,9,2017.8,2018.5,10,10
0.95,monotonic,intervention,23,2022,2022,0,2022.0,2022.0,6,6
0.95,monotonic,intervention,27,2014,2023,9,2020.8,2023.0,5,5
0.95,monotonic,all_concepts,11,2002,2023,21,2018.9960396039603,2020.0,505,506
0.95,monotonic,all_concepts,3,2003,2023,20,2018.7004830917874,2019.0,414,414
0.95,monotonic,all_concepts,14,2003,2023,20,2016.9093851132686,2016.0,309,309
0.95,monotonic,all_concepts,15,2010,2023,13,2019.0982658959538,2020.0,173,173
0.95,monotonic,all_concepts,10,2012,2023,11,2020.4159779614324,2022.0,363,367
0.95,monotonic,all_concepts,36,2018,2023,5,2022.047619047619,2022.0,105,123
0.95,monotonic,all_concepts,28,2006,2023,17,2020.83879093199,2022.0,397,397
0.95,monotonic,all_concepts,32,2013,2023,10,2021.9704433497536,2022.0,203,203
0.95,monotonic,all_concepts,0,2006,2023,17,2019.5013309671695,2020.0,1127,1127
0.95,monotonic,all_concepts,30,2002,2022,20,2017.31,2018.0,100,104
0.95,monotonic,all_concepts,4,2008,2023,15,2020.9505813953488,2022.0,1032,1042
0.95,monotonic,all_concepts,21,2010,2023,13,2020.7443609022557,2021.0,133,133
0.95,monotonic,all_concepts,29,2006,2023,17,2019.937627811861,2022.0,978,982
0.95,monotonic,all_concepts,12,2006,2023,17,2019.4727272727273,2020.0,385,385
0.95,monotonic,all_concepts,38,2012,2023,11,2019.8934010152284,2021.0,394,394
0.95,monotonic,all_concepts,1,2012,2023,11,2019.5806451612902,2020.0,496,496
0.95,monotonic,all_concepts,20,2012,2023,11,2019.7564766839378,2020.0,193,193
0.95,monotonic,all_concepts,9,2006,2023,17,2019.5983772819473,2020.0,493,493
0.95,monotonic,all_concepts,27,2010,2023,13,2020.2066666666667,2022.0,150,150
0.95,monotonic,all_concepts,7,2011,2023,12,2019.6009538950716,2020.0,629,629
0.95,monotonic,all_concepts,13,2006,2023,17,2021.1193181818182,2022.0,176,176
0.95,monotonic,all_concepts,25,2010,2023,13,2019.796875,2020.0,192,192
0.95,monotonic,all_concepts,8,2014,2023,9,2022.1400778210116,2023.0,257,257
0.95,monotonic,all_concepts,2,2010,2023,13,2019.8294573643411,2020.0,516,517
0.95,monotonic,all_concepts,18,2005,2023,18,2019.6401515151515,2021.0,264,264
0.95,monotonic,all_concepts,16,2015,2023,8,2021.4057971014493,2022.0,69,69
0.95,monotonic,all_concepts,22,2012,2023,11,2020.6145251396647,2021.0,179,179
0.95,monotonic,all_concepts,6,2002,2023,21,2019.613698630137,2020.0,365,365
0.95,monotonic,all_concepts,17,2013,2022,9,2018.2666666666667,2021.0,15,15
0.95,monotonic,all_concepts,26,2018,2022,4,2019.8108108108108,2020.0,37,37
0.95,monotonic,all_concepts,5,2012,2023,11,2022.0,2022.0,297,297
0.95,monotonic,all_concepts,33,2006,2023,17,2020.0526315789473,2021.0,38,38
0.95,monotonic,all_concepts,24,2011,2023,12,2020.5714285714287,2021.0,126,126
0.95,monotonic,all_concepts,23,2013,2021,8,2017.6875,2017.0,16,16
0.95,monotonic,all_concepts,37,2013,2023,10,2021.6627906976744,2022.0,86,86
0.95,monotonic,all_concepts,34,2018,2023,5,2021.965909090909,2022.0,88,88
0.95,monotonic,all_concepts,19,2016,2023,7,2020.6808510638298,2021.0,47,47
0.95,monotonic,all_concepts,39,2015,2023,8,2019.952380952381,2020.0,21,21
0.95,monotonic,all_concepts,35,2016,2022,6,2020.1860465116279,2022.0,43,43
0.95,monotonic,all_concepts,31,2018,2023,5,2021.3125,2022.0,32,32
0.95,monotonic,problem_analysis,6,2006,2023,17,2019.1734693877552,2019.0,98,98
0.95,monotonic,problem_analysis,33,2014,2022,8,2017.896551724138,2018.0,29,30
0.95,monotonic,problem_analysis,10,2003,2023,20,2017.6666666666667,2019.0,45,45
0.95,monotonic,problem_analysis,38,2006,2023,17,2019.8018018018017,2020.0,111,111
0.95,monotonic,problem_analysis,2,2006,2023,17,2019.9142857142858,2021.0,70,70
0.95,monotonic,problem_analysis,28,2010,2023,13,2019.8846153846155,2020.0,52,52
0.95,monotonic,problem_analysis,26,2015,2023,8,2020.8076923076924,2021.0,52,52
0.95,monotonic,problem_analysis,18,2013,2023,10,2019.7887323943662,2021.0,71,71
0.95,monotonic,problem_analysis,4,2010,2023,13,2019.9580838323354,2022.0,167,167
0.95,monotonic,problem_analysis,35,2013,2023,10,2020.6705882352942,2022.0,85,86
0.95,monotonic,problem_analysis,12,2009,2023,14,2020.1105263157895,2021.0,190,190
0.95,monotonic,problem_analysis,27,2012,2023,11,2019.2894736842106,2020.0,38,38
0.95,monotonic,problem_analysis,23,2012,2023,11,2018.86,2019.0,50,50
0.95,monotonic,problem_analysis,30,2014,2023,9,2020.1016949152543,2021.0,59,59
0.95,monotonic,problem_analysis,13,2014,2023,9,2019.8431372549019,2020.0,102,102
0.95,monotonic,problem_analysis,32,2006,2023,17,2019.7142857142858,2021.0,21,21
0.95,monotonic,problem_analysis,11,2011,2023,12,2018.5384615384614,2019.0,26,26
0.95,monotonic,problem_analysis,14,2018,2023,5,2021.775,2022.0,40,40
0.95,monotonic,problem_analysis,3,2006,2023,17,2020.716814159292,2022.0,113,116
0.95,monotonic,problem_analysis,19,2010,2023,13,2020.5967741935483,2021.0,62,62
0.95,monotonic,problem_analysis,5,2003,2023,20,2018.7326732673268,2019.0,101,101
0.95,monotonic,problem_analysis,0,2010,2023,13,2021.4552845528456,2022.0,123,127
0.95,monotonic,problem_analysis,22,2010,2022,12,2019.5882352941176,2020.0,51,51
0.95,monotonic,problem_analysis,8,2009,2023,14,2019.7387387387387,2020.0,111,111
0.95,monotonic,problem_analysis,15,2014,2023,9,2020.8285714285714,2022.0,35,35
0.95,monotonic,problem_analysis,37,2014,2023,9,2019.657894736842,2020.5,38,38
0.95,monotonic,problem_analysis,31,2018,2023,5,2020.8947368421052,2021.0,19,19
0.95,monotonic,problem_analysis,17,2010,2022,12,2019.3478260869565,2021.0,23,23
0.95,monotonic,problem_analysis,21,2015,2023,8,2020.7945205479452,2022.0,73,73
0.95,monotonic,problem_analysis,24,2013,2023,10,2019.3650793650793,2021.0,63,63
0.95,monotonic,problem_analysis,1,2015,2023,8,2022.3243243243244,2023.0,37,37
0.95,monotonic,problem_analysis,20,2011,2023,12,2019.9310344827586,2020.0,29,29
0.95,monotonic,problem_analysis,36,2014,2023,9,2020.5555555555557,2021.0,36,36
0.95,monotonic,problem_analysis,9,2013,2022,9,2019.608695652174,2020.0,23,23
0.95,monotonic,problem_analysis,16,2010,2023,13,2021.6376811594203,2022.0,69,69
0.95,monotonic,problem_analysis,7,2013,2023,10,2019.5,2020.0,28,28
0.95,monotonic,problem_analysis,34,2017,2023,6,2020.952380952381,2021.0,21,21
0.95,monotonic,problem_analysis,39,2015,2022,7,2018.5555555555557,2018.0,9,9
0.95,monotonic,problem_analysis,29,2002,2023,21,2018.9545454545455,2020.0,44,44
0.95,monotonic,problem_analysis,25,2012,2023,11,2020.7333333333333,2022.0,15,15
0.95,monotonic,theoretical_insight,23,2006,2023,17,2018.1860465116279,2019.0,43,43
0.95,monotonic,theoretical_insight,35,2018,2023,5,2022.0,2023.0,21,24
0.95,monotonic,theoretical_insight,2,2012,2023,11,2020.6888888888889,2022.0,90,92
0.95,monotonic,theoretical_insight,11,2011,2023,12,2020.4098360655737,2021.0,61,62
0.95,monotonic,theoretical_insight,1,2009,2023,14,2020.3428571428572,2021.0,140,140
0.95,monotonic,theoretical_insight,9,2014,2023,9,2019.8923076923077,2020.0,65,65
0.95,monotonic,theoretical_insight,29,2011,2023,12,2020.1758241758241,2022.0,91,91
0.95,monotonic,theoretical_insight,12,2006,2023,17,2019.8548387096773,2021.0,124,124
0.95,monotonic,theoretical_insight,30,2013,2023,10,2019.7076923076922,2021.0,65,65
0.95,monotonic,theoretical_insight,13,2010,2023,13,2019.5483870967741,2019.0,124,124
0.95,monotonic,theoretical_insight,28,2018,2023,5,2021.1052631578948,2022.0,19,19
0.95,monotonic,theoretical_insight,39,2013,2023,10,2019.9777777777779,2021.0,45,45
0.95,monotonic,theoretical_insight,5,2012,2023,11,2020.774193548387,2022.0,93,93
0.95,monotonic,theoretical_insight,15,2003,2023,20,2017.953125,2018.0,64,64
0.95,monotonic,theoretical_insight,19,2011,2023,12,2020.8714285714286,2022.0,140,141
0.95,monotonic,theoretical_insight,8,2005,2023,18,2020.0762711864406,2021.5,118,118
0.95,monotonic,theoretical_insight,0,2006,2023,17,2019.8817204301076,2020.0,93,93
0.95,monotonic,theoretical_insight,3,2015,2023,8,2021.274193548387,2022.0,62,62
0.95,monotonic,theoretical_insight,6,2015,2023,8,2020.5714285714287,2021.0,70,70
0.95,monotonic,theoretical_insight,37,2012,2022,10,2020.16,2020.0,25,25
0.95,monotonic,theoretical_insight,38,2006,2022,16,2018.75,2019.0,40,40
0.95,monotonic,theoretical_insight,20,2014,2023,9,2018.75,2018.5,20,20
0.95,monotonic,theoretical_insight,32,2014,2023,9,2021.188679245283,2022.0,53,53
0.95,monotonic,theoretical_insight,14,2010,2023,13,2020.047619047619,2021.0,84,84
0.95,monotonic,theoretical_insight,4,2010,2023,13,2018.5977011494253,2019.0,87,87
0.95,monotonic,theoretical_insight,33,2012,2022,10,2019.7894736842106,2021.0,19,19
0.95,monotonic,theoretical_insight,7,2002,2023,21,2018.7669902912621,2020.0,103,103
0.95,monotonic,theoretical_insight,34,2021,2023,2,2022.0,2022.0,2,2
0.95,monotonic,theoretical_insight,24,2010,2022,12,2019.0487804878048,2020.0,41,41
0.95,monotonic,theoretical_insight,10,2018,2022,4,2019.6,2020.0,25,25
0.95,monotonic,theoretical_insight,22,2020,2021,1,2020.3333333333333,2020.0,3,3
0.95,monotonic,theoretical_insight,31,2003,2023,20,2018.4516129032259,2019.0,31,31
0.95,monotonic,theoretical_insight,36,2013,2023,10,2022.05,2022.0,40,40
0.95,monotonic,theoretical_insight,18,2012,2023,11,2018.7142857142858,2019.0,21,21
0.95,monotonic,theoretical_insight,26,2019,2023,4,2022.0,2022.0,7,7
0.95,monotonic,theoretical_insight,17,2010,2023,13,2019.923076923077,2020.5,26,26
0.95,monotonic,theoretical_insight,27,2018,2023,5,2021.4,2022.0,5,5
0.95,monotonic,theoretical_insight,25,2015,2023,8,2021.888888888889,2022.0,18,18
0.95,monotonic,theoretical_insight,21,2018,2022,4,2020.1666666666667,2020.5,6,6
0.95,monotonic,theoretical_insight,16,2019,2023,4,2021.3333333333333,2022.0,6,6
0.95,monotonic,design_rationale,5,2010,2023,13,2018.8831168831168,2019.0,77,77
0.95,monotonic,design_rationale,15,2010,2023,13,2018.8846153846155,2020.0,52,52
0.95,monotonic,design_rationale,11,2003,2023,20,2016.7169811320755,2016.0,53,53
0.95,monotonic,design_rationale,18,2010,2023,13,2021.6756756756756,2022.0,37,41
0.95,monotonic,design_rationale,33,2009,2022,13,2018.6170212765958,2018.0,47,47
0.95,monotonic,design_rationale,6,2006,2023,17,2020.38125,2021.0,160,160
0.95,monotonic,design_rationale,24,2012,2023,11,2019.639534883721,2020.0,172,173
0.95,monotonic,design_rationale,32,2018,2023,5,2020.8461538461538,2021.0,13,13
0.95,monotonic,design_rationale,16,2011,2023,12,2019.2794117647059,2019.0,68,68
0.95,monotonic,design_rationale,26,2011,2023,12,2019.8488372093022,2022.0,172,172
0.95,monotonic,design_rationale,38,2012,2023,11,2019.65,2020.0,60,60
0.95,monotonic,design_rationale,22,2013,2023,10,2020.054054054054,2022.0,37,37
0.95,monotonic,design_rationale,21,2012,2023,11,2018.060606060606,2018.0,33,33
0.95,monotonic,design_rationale,7,2017,2023,6,2020.5,2020.0,10,10
0.95,monotonic,design_rationale,17,2012,2023,11,2019.5666666666666,2020.0,30,30
0.95,monotonic,design_rationale,3,2012,2023,11,2020.121739130435,2021.0,115,115
0.95,monotonic,design_rationale,4,2003,2023,20,2019.9619047619049,2021.0,105,105
