edge_config,mode,node_type,cluster_id,year_min,year_max,year_range,year_mean,year_median,n_nodes_with_year,cluster_size
0.8,single_risk,problem_analysis,5,2003,2023,20,2019.5898876404494,2021.0,178,178
0.8,single_risk,problem_analysis,2,2002,2023,21,2019.2884615384614,2020.0,208,208
0.8,single_risk,problem_analysis,10,2010,2023,13,2019.9163879598661,2020.0,299,299
0.8,single_risk,problem_analysis,14,2012,2023,11,2019.5228758169935,2020.0,153,153
0.8,single_risk,problem_analysis,12,2006,2023,17,2020.6057692307693,2022.0,104,104
0.8,single_risk,problem_analysis,31,2003,2022,19,2016.675,2017.0,40,41
0.8,single_risk,problem_analysis,37,2009,2023,14,2019.7281553398059,2020.0,206,206
0.8,single_risk,problem_analysis,6,2014,2023,9,2020.219827586207,2021.0,232,232
0.8,single_risk,problem_analysis,21,2008,2023,15,2020.7358490566037,2022.0,53,53
0.8,single_risk,problem_analysis,19,2012,2023,11,2020.8482490272374,2022.0,257,257
0.8,single_risk,problem_analysis,33,2017,2023,6,2021.051282051282,2022.0,39,39
0.8,single_risk,problem_analysis,28,2019,2023,4,2021.1666666666667,2021.0,36,36
0.8,single_risk,problem_analysis,27,2018,2023,5,2022.076923076923,2023.0,13,13
0.8,single_risk,problem_analysis,24,2008,2023,15,2019.5057471264367,2021.0,87,87
0.8,single_risk,problem_analysis,26,2016,2023,7,2021.1967213114754,2021.0,61,61
0.8,single_risk,problem_analysis,23,2016,2023,7,2022.009900990099,2022.0,101,101
0.8,single_risk,problem_analysis,25,2008,2023,15,2018.28,2020.0,75,75
0.8,single_risk,problem_analysis,30,2019,2022,3,2020.5,2020.5,2,2
0.8,single_risk,problem_analysis,36,2018,2023,5,2020.6153846153845,2020.0,13,13
0.8,single_risk,problem_analysis,34,2021,2022,1,2021.6666666666667,2022.0,3,3
0.8,single_risk,theoretical_insight,5,2002,2023,21,2018.4384615384615,2019.0,130,130
0.8,single_risk,theoretical_insight,11,2003,2023,20,2016.4622641509434,2017.0,106,106
0.8,single_risk,theoretical_insight,26,2013,2023,10,2020.5471698113208,2022.0,53,53
0.8,single_risk,theoretical_insight,21,2006,2023,17,2019.7865853658536,2020.0,164,164
0.8,single_risk,theoretical_insight,6,2012,2023,11,2020.6971428571428,2022.0,175,176
0.8,single_risk,theoretical_insight,1,2009,2023,14,2018.96,2019.5,50,50
0.8,single_risk,theoretical_insight,15,2006,2023,17,2019.6385542168675,2020.0,166,166
0.8,single_risk,theoretical_insight,4,2011,2023,12,2020.514423076923,2022.0,208,209
0.8,single_risk,theoretical_insight,30,1998,2023,25,2020.213953488372,2021.0,215,215
0.8,single_risk,theoretical_insight,37,2013,2023,10,2019.8837209302326,2020.0,43,43
0.8,single_risk,theoretical_insight,12,2010,2023,13,2021.1106194690265,2022.0,226,227
0.8,single_risk,theoretical_insight,9,2013,2023,10,2021.3237410071943,2022.0,139,139
0.8,single_risk,theoretical_insight,18,2012,2023,11,2020.2244897959183,2022.0,147,147
0.8,single_risk,theoretical_insight,22,2010,2023,13,2019.8115183246073,2020.0,191,191
0.8,single_risk,theoretical_insight,3,2010,2023,13,2020.019920318725,2020.0,251,251
0.8,single_risk,theoretical_insight,10,2006,2023,17,2018.9512195121952,2019.0,41,41
0.8,single_risk,theoretical_insight,25,2012,2023,11,2018.05,2019.0,20,20
0.8,single_risk,theoretical_insight,34,2013,2023,10,2021.4612068965516,2022.0,232,235
0.8,single_risk,theoretical_insight,19,2010,2023,13,2020.8741721854306,2022.0,151,152
0.8,single_risk,theoretical_insight,14,2005,2023,18,2020.0673076923076,2021.5,104,104
0.8,single_risk,theoretical_insight,38,2012,2023,11,2022.0,2022.0,51,51
0.8,single_risk,theoretical_insight,39,2014,2023,9,2020.076923076923,2021.0,26,26
0.8,single_risk,theoretical_insight,20,2008,2023,15,2021.097142857143,2022.0,175,180
0.8,single_risk,theoretical_insight,0,2008,2023,15,2020.5384615384614,2022.0,117,117
0.8,single_risk,theoretical_insight,36,2010,2023,13,2018.957627118644,2020.0,118,118
0.8,single_risk,theoretical_insight,29,2008,2023,15,2019.5526315789473,2021.0,76,76
0.8,single_risk,theoretical_insight,23,2020,2023,3,2022.0,2022.0,8,8
0.8,single_risk,theoretical_insight,17,2008,2023,15,2021.3153153153153,2022.0,111,111
0.8,single_risk,theoretical_insight,28,2017,2023,6,2022.0,2023.0,47,50
0.8,single_risk,theoretical_insight,8,2011,2023,12,2020.7466666666667,2022.0,150,151
0.8,single_risk,theoretical_insight,31,2012,2023,11,2019.5483870967741,2020.0,31,31
0.8,single_risk,theoretical_insight,13,2012,2023,11,2020.5657894736842,2022.0,76,76
0.8,single_risk,theoretical_insight,16,2014,2023,9,2021.467213114754,2022.0,122,122
0.8,single_risk,theoretical_insight,27,2020,2022,2,2020.625,2020.0,8,8
0.8,single_risk,theoretical_insight,33,2014,2022,8,2019.7619047619048,2021.0,21,21
0.8,single_risk,theoretical_insight,32,2011,2023,12,2019.2391304347825,2020.0,46,46
0.8,single_risk,theoretical_insight,24,2006,2023,17,2020.4651162790697,2021.0,43,43
0.8,single_risk,theoretical_insight,7,2020,2023,3,2022.5217391304348,2023.0,23,23
0.8,single_risk,theoretical_insight,35,2017,2023,6,2022.0,2023.0,8,8
0.8,single_risk,theoretical_insight,2,2017,2022,5,2020.25,2021.0,12,12
0.8,single_risk,design_rationale,9,2006,2023,17,2019.5507246376812,2020.0,276,276
0.8,single_risk,design_rationale,36,2010,2023,13,2019.4224137931035,2020.0,116,116
0.8,single_risk,design_rationale,23,2008,2022,14,2019.9130434782608,2021.0,46,46
0.8,single_risk,design_rationale,12,2010,2023,13,2018.5684931506848,2019.0,146,146
0.8,single_risk,design_rationale,34,2013,2022,9,2018.1538461538462,2017.0,13,13
0.8,single_risk,design_rationale,8,2006,2023,17,2020.7894736842106,2022.0,266,266
0.8,single_risk,design_rationale,35,2006,2023,17,2020.8628571428571,2022.0,175,175
0.8,single_risk,design_rationale,7,2011,2023,12,2019.5174129353234,2020.0,201,201
0.8,single_risk,design_rationale,1,2008,2023,15,2020.3025936599424,2022.0,347,347
0.8,single_risk,design_rationale,21,2008,2023,15,2018.6170212765958,2019.0,47,47
0.8,single_risk,design_rationale,25,2014,2023,9,2021.6814159292035,2022.0,113,113
0.8,single_risk,design_rationale,3,2007,2023,16,2020.1448863636363,2022.0,352,353
0.8,single_risk,design_rationale,10,2012,2023,11,2019.9442231075698,2020.0,251,252
0.8,single_risk,design_rationale,30,2015,2023,8,2021.8307692307692,2022.0,65,65
0.8,single_risk,design_rationale,2,2009,2023,14,2021.0615384615385,2022.0,390,393
0.8,single_risk,design_rationale,37,2017,2023,6,2021.2727272727273,2022.0,11,11
0.8,single_risk,design_rationale,6,2018,2023,5,2021.3766233766235,2022.0,77,78
0.8,single_risk,design_rationale,24,2017,2023,6,2021.7857142857142,2022.0,70,70
0.8,single_risk,design_rationale,33,2012,2023,11,2020.0224719101125,2020.5,178,178
0.8,single_risk,design_rationale,15,2012,2023,11,2021.9662921348315,2023.0,89,89
0.8,single_risk,design_rationale,4,2007,2023,16,2021.1913043478262,2022.0,115,115
0.8,single_risk,design_rationale,0,2003,2023,20,2018.4649681528663,2020.0,157,157
0.8,single_risk,design_rationale,26,2005,2023,18,2020.2479338842975,2021.0,121,122
0.8,single_risk,design_rationale,22,2012,2023,11,2021.61,2022.0,100,105
0.8,single_risk,design_rationale,39,2016,2023,7,2020.7922077922078,2021.0,77,77
0.8,single_risk,design_rationale,31,2018,2022,4,2020.7,2020.5,10,10
0.8,single_risk,design_rationale,27,2008,2023,15,2019.6019417475727,2022.0,103,103
0.8,single_risk,design_rationale,5,2016,2023,7,2021.52,2022.0,50,50
0.8,single_risk,design_rationale,16,2002,2023,21,2019.4259259259259,2021.0,54,54
0.8,single_risk,design_rationale,19,2017,2023,6,2020.59375,2021.0,32,32
0.8,single_risk,design_rationale,18,2016,2022,6,2019.6,2020.0,15,15
0.8,single_risk,design_rationale,14,2012,2023,11,2015.0,2012.0,11,11
0.8,single_risk,design_rationale,32,2016,2023,7,2021.4736842105262,2022.0,19,19
0.8,single_risk,design_rationale,13,2013,2023,10,2021.0238095238096,2021.5,42,42
0.8,single_risk,design_rationale,20,2015,2023,8,2021.1666666666667,2021.5,12,12
0.8,single_risk,design_rationale,17,2008,2023,15,2019.625,2020.0,40,40
0.8,single_risk,design_rationale,29,2013,2023,10,2020.3333333333333,2021.0,27,27
0.8,single_risk,design_rationale,11,2009,2023,14,2020.75,2022.0,48,48
0.8,single_risk,design_rationale,38,2017,2023,6,2019.904761904762,2020.0,21,21
0.8,single_risk,design_rationale,28,2019,2020,1,2019.5,2019.5,2,2
0.8,single_risk,implementation_mechanism,0,2002,2023,21,2019.5050505050506,2020.0,297,298
0.8,single_risk,implementation_mechanism,2,2003,2023,20,2019.2993492407809,2020.0,461,462
0.8,single_risk,implementation_mechanism,35,2012,2023,11,2019.7857142857142,2020.0,70,70
0.8,single_risk,implementation_mechanism,27,2003,2023,20,2016.8877551020407,2017.0,98,98
0.8,single_risk,implementation_mechanism,24,2013,2023,10,2021.2435233160622,2022.0,193,193
0.8,single_risk,implementation_mechanism,6,2009,2023,14,2021.189591078067,2022.0,269,270
0.8,single_risk,implementation_mechanism,11,2007,2023,16,2020.906103286385,2022.0,213,213
0.8,single_risk,implementation_mechanism,9,2011,2023,12,2019.5885714285714,2020.0,175,175
0.8,single_risk,implementation_mechanism,1,2013,2023,10,2021.0294117647059,2022.0,34,34
0.8,single_risk,implementation_mechanism,4,2006,2023,17,2019.605,2019.0,200,200
0.8,single_risk,implementation_mechanism,20,2016,2022,6,2018.695652173913,2018.0,23,23
0.8,single_risk,implementation_mechanism,21,2008,2023,15,2019.1527777777778,2022.0,72,72
0.8,single_risk,implementation_mechanism,17,2013,2023,10,2020.6979166666667,2021.0,96,96
0.8,single_risk,implementation_mechanism,33,2016,2023,7,2020.2083333333333,2020.5,24,24
0.8,single_risk,implementation_mechanism,13,2010,2023,13,2020.0652173913043,2021.0,46,46
0.8,single_risk,implementation_mechanism,26,2017,2023,6,2021.4117647058824,2022.0,51,53
0.8,single_risk,implementation_mechanism,22,2014,2023,9,2021.6106194690265,2022.0,113,115
0.8,single_risk,implementation_mechanism,19,2008,2023,15,2021.4492753623188,2023.0,138,138
0.8,single_risk,implementation_mechanism,32,2012,2023,11,2018.2,2018.0,15,15
0.8,single_risk,implementation_mechanism,30,2006,2023,17,2020.8333333333333,2022.0,66,66
0.8,single_risk,implementation_mechanism,34,2006,2023,17,2021.6666666666667,2022.0,78,78
0.8,single_risk,implementation_mechanism,18,2007,2023,16,2020.164383561644,2022.0,73,73
0.8,single_risk,implementation_mechanism,16,2018,2023,5,2021.6944444444443,2022.0,72,73
0.8,single_risk,implementation_mechanism,10,2008,2023,15,2021.5670103092784,2022.0,97,98
0.8,single_risk,implementation_mechanism,29,2003,2023,20,2020.3398692810458,2022.0,153,153
0.8,single_risk,implementation_mechanism,12,2011,2023,12,2020.0,2021.0,39,40
0.8,single_risk,implementation_mechanism,14,2008,2023,15,2020.0564516129032,2021.0,124,124
0.8,single_risk,implementation_mechanism,3,2010,2023,13,2020.2133333333334,2022.0,225,225
0.8,single_risk,implementation_mechanism,15,2016,2023,7,2021.322033898305,2022.0,59,61
0.8,single_risk,implementation_mechanism,5,2007,2023,16,2019.056,2019.0,125,125
0.8,single_risk,implementation_mechanism,23,2013,2023,10,2020.9285714285713,2021.0,28,28
0.8,single_risk,implementation_mechanism,38,2013,2023,10,2021.3896103896104,2022.0,77,83
0.8,single_risk,implementation_mechanism,28,2013,2023,10,2020.1666666666667,2021.5,18,18
0.8,single_risk,implementation_mechanism,8,2011,2023,12,2021.3625,2022.0,240,242
0.8,single_risk,implementation_mechanism,25,2013,2023,10,2021.2674418604652,2022.0,86,86
0.8,single_risk,implementation_mechanism,39,2012,2023,11,2020.2265625,2022.0,128,128
0.8,single_risk,implementation_mechanism,31,2022,2023,1,2022.7,2023.0,10,10
0.8,single_risk,implementation_mechanism,37,2013,2023,10,2020.0,2021.0,11,11
0.8,single_risk,implementation_mechanism,36,2016,2023,7,2020.25,2020.0,36,36
0.8,single_risk,implementation_mechanism,7,2012,2023,11,2019.6842105263158,2020.0,38,38
0.8,single_risk,validation_evidence,9,2003,2023,20,2019.5354838709677,2020.0,310,310
0.8,single_risk,validation_evidence,1,2003,2023,20,2019.1754385964912,2020.0,57,57
0.8,single_risk,validation_evidence,14,2006,2023,17,2018.8702290076335,2020.0,131,131
0.8,single_risk,validation_evidence,6,2008,2023,15,2020.8161764705883,2022.0,136,137
0.8,single_risk,validation_evidence,26,2016,2023,7,2021.676923076923,2022.0,65,65
0.8,single_risk,validation_evidence,17,2005,2023,18,2020.47311827957,2022.0,93,94
0.8,single_risk,validation_evidence,29,2017,2023,6,2021.1764705882354,2021.0,34,34
0.8,single_risk,validation_evidence,4,2010,2023,13,2020.2848837209303,2020.5,172,173
0.8,single_risk,validation_evidence,11,2010,2023,13,2021.958762886598,2023.0,194,194
0.8,single_risk,validation_evidence,8,2012,2023,11,2019.828282828283,2020.0,99,99
0.8,single_risk,validation_evidence,7,2009,2023,14,2019.2984293193717,2021.0,191,191
0.8,single_risk,validation_evidence,2,2013,2023,10,2020.5448275862068,2022.0,145,148
0.8,single_risk,validation_evidence,15,2010,2023,13,2019.6770833333333,2020.0,96,96
0.8,single_risk,validation_evidence,30,2012,2023,11,2019.533950617284,2020.0,324,324
0.8,single_risk,validation_evidence,31,2012,2023,11,2019.7794117647059,2020.5,68,68
0.8,single_risk,validation_evidence,37,2017,2023,6,2020.5172413793102,2021.0,29,29
0.8,single_risk,validation_evidence,32,2011,2023,12,2020.7837837837837,2021.0,37,37
0.8,single_risk,validation_evidence,13,2013,2023,10,2020.6363636363637,2021.0,77,78
0.8,single_risk,validation_evidence,21,2014,2023,9,2021.1509433962265,2022.0,53,55
0.8,single_risk,validation_evidence,20,2012,2023,11,2020.4545454545455,2021.0,77,77
0.8,single_risk,validation_evidence,16,2010,2023,13,2020.9272727272728,2022.0,110,110
0.8,single_risk,validation_evidence,22,2020,2023,3,2022.625,2023.0,8,8
0.8,single_risk,validation_evidence,5,2003,2023,20,2021.0,2023.0,84,84
0.8,single_risk,validation_evidence,10,2003,2023,20,2016.225,2015.5,40,40
0.8,single_risk,validation_evidence,36,2009,2023,14,2020.8785046728972,2022.0,107,108
0.8,single_risk,validation_evidence,34,2014,2023,9,2021.6209677419354,2023.0,124,126
0.8,single_risk,validation_evidence,25,2019,2023,4,2021.9642857142858,2022.0,56,57
0.8,single_risk,validation_evidence,0,2012,2023,11,2019.7297297297298,2021.0,74,74
0.8,single_risk,validation_evidence,18,2012,2023,11,2020.221052631579,2021.0,95,95
0.8,single_risk,validation_evidence,3,2019,2023,4,2022.1904761904761,2023.0,63,63
0.8,single_risk,validation_evidence,27,2002,2023,21,2018.2935779816514,2019.0,109,110
0.8,single_risk,validation_evidence,19,2019,2023,4,2021.2105263157894,2021.0,38,38
0.8,single_risk,validation_evidence,23,2018,2023,5,2022.0,2022.0,21,23
0.8,single_risk,validation_evidence,33,2015,2023,8,2021.6875,2022.0,16,16
0.8,single_risk,validation_evidence,39,2020,2023,3,2022.2413793103449,2022.0,29,29
0.8,single_risk,validation_evidence,24,2018,2023,5,2022.5185185185185,2023.0,27,27
0.8,single_risk,validation_evidence,12,2016,2023,7,2020.5333333333333,2021.0,15,15
0.8,single_risk,validation_evidence,38,2013,2022,9,2017.75,2018.0,4,4
0.8,single_risk,validation_evidence,28,2022,2022,0,2022.0,2022.0,7,7
0.8,single_risk,validation_evidence,35,2021,2021,0,2021.0,2021.0,1,1
0.8,monotonic,risk,30,1977,2023,46,2019.68978805395,2021.0,519,519
0.8,monotonic,risk,20,1994,2023,29,2018.7727272727273,2020.0,198,198
0.8,monotonic,risk,34,2010,2022,12,2019.357142857143,2020.5,14,14
0.8,monotonic,risk,5,2002,2023,21,2017.2466216216217,2016.0,296,296
0.8,monotonic,risk,19,2003,2023,20,2019.0752688172042,2020.0,93,93
0.8,monotonic,risk,12,2006,2023,17,2019.5988372093022,2020.0,516,516
0.8,monotonic,risk,25,2008,2023,15,2021.2222222222222,2022.0,180,180
0.8,monotonic,risk,1,1998,2023,25,2020.1884816753927,2021.0,382,384
0.8,monotonic,risk,14,2008,2023,15,2020.7887096774193,2022.0,620,623
0.8,monotonic,risk,2,2009,2023,14,2019.9273255813953,2020.0,344,345
0.8,monotonic,risk,10,2015,2023,8,2021.89,2023.0,200,202
0.8,monotonic,risk,3,2006,2023,17,2021.1349862258953,2022.0,363,363
0.8,monotonic,risk,8,2014,2023,9,2021.3628318584072,2022.0,113,115
0.8,monotonic,risk,7,2009,2023,14,2021.083650190114,2022.0,526,527
0.8,monotonic,risk,35,2015,2023,8,2020.8397435897436,2022.0,156,163
0.8,monotonic,risk,23,2014,2023,9,2020.986301369863,2022.0,73,74
0.8,monotonic,risk,32,2009,2023,14,2021.2814814814815,2022.0,135,135
0.8,monotonic,risk,9,1977,2023,46,2020.5231316725979,2021.0,281,281
0.8,monotonic,risk,39,2008,2023,15,2019.3333333333333,2020.0,72,72
0.8,monotonic,risk,13,2008,2023,15,2021.0883534136547,2022.0,249,249
0.8,monotonic,risk,16,2012,2023,11,2022.2164705882353,2023.0,425,425
0.8,monotonic,risk,36,2008,2023,15,2020.8048780487804,2021.0,123,123
0.8,monotonic,risk,0,2006,2023,17,2020.8402555910543,2022.0,313,313
0.8,monotonic,risk,21,2015,2022,7,2019.0625,2019.0,64,64
0.8,monotonic,risk,6,2006,2023,17,2020.1091445427728,2021.0,339,341
0.8,monotonic,risk,11,2008,2023,15,2018.3560606060605,2019.5,132,132
0.8,monotonic,risk,37,2018,2022,4,2020.6923076923076,2021.0,13,13
0.8,monotonic,risk,17,2012,2023,11,2020.0052356020942,2021.0,191,192
0.8,monotonic,risk,4,2011,2023,12,2019.8108108108108,2020.0,259,259
