url,n_nodes
https://www.lesswrong.com/posts/WP4fciGn3rNtmq3tY/ai-safety-101-chapter-5-1-debate,2
https://www.lesswrong.com/posts/WkchhorbLsSMbLacZ/ai-1-sydney-and-bing,2
https://forum.effectivealtruism.org/posts/oB3MnFQa8LqcuEhjG/background-for-understanding-the-diffusion-of-large-language,2
https://www.alignmentforum.org/posts/HXxHcRCxR4oHrAsEr/an-update-on-academia-vs-industry-one-year-into-my-faculty,2
https://arxiv.org/abs/2006.14796,2
https://www.lesswrong.com/posts/XNqCRLtc2syiDbQYn/linkpost-two-major-announcements-in-ai-governance-today,2
https://arxiv.org/abs/2007.01223,2
https://www.alignmentforum.org/posts/Gc9FGtdXhK9sCSEYu/what-a-compute-centric-framework-says-about-ai-takeoff,2
https://forum.effectivealtruism.org/posts/jeybxkZrJmWpJaatN/agi-risk-analogies-and-arguments,2
https://arxiv.org/abs/2101.11038,2
https://forum.effectivealtruism.org/posts/iZ6e2M4pmkNb3Dji5/chris-olah-on-what-the-hell-is-going-on-inside-neural,2
https://arxiv.org/abs/2002.05380,2
https://arxiv.org/abs/2104.08691,2
https://www.lesswrong.com/posts/LhEesPFocr2uT9sPA/safety-timelines-how-long-will-it-take-to-solve-alignment,2
https://arxiv.org/abs/2104.00739,2
https://arxiv.org/abs/2002.05671,2
https://www.alignmentforum.org/posts/Foqiq3TGmfYmQwrnH/the-alignment-newsletter-10-06-11-18,2
https://forum.effectivealtruism.org/posts/DEFJkvzHeBdpmKQNR/england-and-wales-and-windfalls,2
https://arxiv.org/abs/2002.09089,2
https://forum.effectivealtruism.org/posts/iDYt2e4skogJEn946/potential-risks-from-advanced-ai,2
https://arxiv.org/abs/2002.09758,2
https://forum.effectivealtruism.org/posts/rvSFhWYuuBCxy5xpW/restricting-brain-organoid-research-to-slow-down-agi,2
https://arxiv.org/abs/2103.02886,2
https://arxiv.org/abs/2102.12962,2
https://arxiv.org/abs/2003.05370,2
https://www.lesswrong.com/posts/bceeKEnPHSQqgyr36/request-to-agi-organizations-share-your-views-on-pausing-ai,2
https://arxiv.org/abs/2102.12092,2
https://www.alignmentforum.org/posts/LYdvzXF6E4iXM2ZSD/an-77-double-descent-a-unification-of-statistical-theory-and,2
https://arxiv.org/abs/2102.09430,2
https://www.alignmentforum.org/posts/LDRQ5Zfqwi8GjzPYG/counterarguments-to-the-basic-ai-x-risk-case,2
https://arxiv.org/abs/2102.07024,2
https://www.lesswrong.com/posts/NGkBfd8LTqcpbQn5Z/biological-anchors-the-trick-that-might-or-might-not-work,2
https://www.lesswrong.com/posts/NQ85WRcLkjnTudzdg/arc-tests-to-see-if-gpt-4-can-escape-human-control-gpt-4,2
https://www.alignmentforum.org/posts/FzF4Xok63ZCZNjmGY/blog-post-a-tale-of-two-research-communities,2
https://forum.effectivealtruism.org/posts/raFAKyw7ofSo9mRQ3/ought-s-theory-of-change,2
https://arxiv.org/abs/2102.02454,2
https://forum.effectivealtruism.org/posts/r8q7mzfxqr8fxrEfH/updates-from-campaign-for-ai-safety-2,2
https://arxiv.org/abs/2109.14700,2
https://link.springer.com/10.1007/s43681-021-00065-0,2
https://www.alignmentforum.org/posts/SQ9cZtfrzDJmw9A2m/my-overview-of-the-ai-alignment-landscape-a-bird-s-eye-view,2
https://drive.google.com/file/d/1NbBk8tN9hxClfoScoHGzk7M5iEvktGIH/view?usp=share_link,2
https://distill.pub/2019/computing-receptive-fields,2
https://distill.pub/2020/bayesian-optimization,2
https://distill.pub/2021/distill-hiatus,2
https://www.cold-takes.com/ai-alignment-research-links/,2
https://docs.google.com/document/d/1DF31DIkwS9GONzmy1W3nuI9HRAwSKy8JcIbzKYXg-ic/edit#heading=h.kimhqj72mew4,2
https://docs.google.com/document/d/1SYgvWBe1ruDl9dQnxmjll-8COUHPycGOlLvTI68xtLA/edit?pli=1&usp=embed_facebook,2
https://forum.effectivealtruism.org/posts/Lbtcjfxhrs8kfKK2M/how-to-make-the-best-of-the-most-important-century-1,2
https://doi.org/10.1007/978-3-319-09069-6_25,2
https://doi.org/10.1007/978-3-662-54033-6_8,2
https://www.alignmentforum.org/posts/yZb5eFvDoaqB337X5/investigating-causal-understanding-in-llms,2
https://doi.org/10.1007/s00146-020-01110-y,2
https://www.alignmentforum.org/posts/yGaw4NqRha8hgx5ny/the-case-for-becoming-a-black-box-investigator-of-language,2
https://drive.google.com/file/d/17BFY3y4hNBaE8ZqjIYne0-LzNvgsNs2s/view?usp=share_link,2
https://www.alignmentforum.org/posts/fHnwCDDbDHWqbJ8Nd/eis-x-continual-learning-modularity-compression-and,2
https://www.alignmentforum.org/posts/xxMYFKLqiBJZRNoPj/ai-governance-across-slow-fast-takeoff-and-easy-hard,2
https://www.alignmentforum.org/posts/xKbtjfQ2y4anW3fZQ/alignment-newsletter-17,2
https://drive.google.com/file/d/1BxMJaWmF39r0b3DH40PiPzk5oEzCD3GH/view?usp=sharing,2
https://www.cold-takes.com/how-governments-can-help-with-the-most-important-century/,2
https://distill.pub/2018/feature-wise-transformations,2
